quantile,good_fraction,extra_delay,age_mode,policy,seed,wAoI,age_mae,age_bias,p95_slot_aoi,p99_slot_aoi,cvar95_slot_aoi,max_avg_power,max_queue,finite_window_bound,bound_ok,certificate_ok
0.25,0.7497621313035204,8,perfect,Perfect-AoI Bayes-Safe,13,404.06955555555555,0.0,0.0,42.0,79.0,63.11888888888889,0.3895160752708463,23.99945119396678,0.4053333333333334,True,True
0.25,0.7497621313035204,8,perfect,Perfect-AoI Bayes-Safe,14,404.04044444444446,0.0,0.0,46.0,81.0,65.98703703703704,0.39525812516651376,23.998932098053462,0.4053333333333334,True,True
0.25,0.7497621313035204,8,perfect,Perfect-AoI Bayes-Safe,15,391.7311111111111,0.0,0.0,44.0,82.0,65.68851851851852,0.39631641814365015,23.999024980401344,0.4053333333333334,True,True
0.25,0.7497621313035204,8,perfect,Perfect-AoI Bayes-Safe,16,418.24133333333333,0.0,0.0,45.0,80.0,65.11444444444444,0.39372360539877094,23.998188920859604,0.4053333333333334,True,True
0.25,0.7497621313035204,8,perfect,Perfect-AoI Bayes-Safe,17,409.118,0.0,0.0,45.0,81.0,65.3362962962963,0.3856563662628077,23.999191781812517,0.4053333333333334,True,True
0.25,0.7497621313035204,8,perfect,Perfect-AoI Bayes-Safe,18,402.9555555555556,0.0,0.0,45.0,80.0,65.30777777777777,0.38969588954669576,23.9992855298542,0.4053333333333334,True,True
0.25,0.7497621313035204,8,perfect,Perfect-AoI Bayes-Safe,19,400.8651111111111,0.0,0.0,43.0,77.0,62.42666666666667,0.3907255229223426,23.99766475164485,0.4053333333333334,True,True
0.5,0.5004757373929591,4,conservative,Conservative-AoI Bayes-Safe,0,1102.2911111111111,3.9892037037037,3.9892037037037,97.0,149.0,127.94481481481482,0.37798949691870165,23.99930506911673,0.4053333333333334,True,True
0.5,0.5004757373929591,4,conservative,Conservative-AoI Bayes-Safe,1,1104.1126666666667,3.992999999999996,3.992999999999996,101.0,152.0,131.87666666666667,0.3994378987529661,23.99970020326976,0.4053333333333334,True,True
0.5,0.5004757373929591,4,conservative,Conservative-AoI Bayes-Safe,2,1070.8575555555556,4.015333333333341,4.015333333333341,94.0,143.0,126.71,0.3935797655866552,23.999968806836257,0.4053333333333334,True,True
0.5,0.5004757373929591,4,conservative,Conservative-AoI Bayes-Safe,3,1152.3284444444444,3.9901481481481573,3.9901481481481573,99.0,146.0,127.91185185185185,0.38755105120971767,23.99923241751959,0.4053333333333334,True,True
0.5,0.5004757373929591,4,conservative,Conservative-AoI Bayes-Safe,4,1152.332,4.0097037037037175,4.0097037037037175,97.0,146.0,126.52592592592593,0.3957575186178177,23.998995630603734,0.4053333333333334,True,True
