extra_delay,gain_vs_ji24_style_pct,gain_vs_ji24_ci95_halfwidth,aoi_penalty_vs_zhu26_style_pct,aoi_penalty_vs_zhu26_ci95_halfwidth,max_power_reduction_vs_zhu26_pct,max_power_reduction_vs_zhu26_ci95_halfwidth,paired_seeds
2,1.635079545571602,1.8225611520425122,12.681368043046465,2.620968832352429,31.1080064172778,1.9756790168204434,20
4,0.6287207672765167,1.8348836936590533,11.72296877320111,3.3049263030431684,31.853254357707478,2.1014062905283506,20
8,1.4534746672225254,1.51128039063297,10.121957766416898,2.396106553187173,32.434634908731,2.0447123055132215,20
