wAoI,wAoI_std,peakAoI,peakAoI_std,p95AoI,p95AoI_std,avg_power,avg_power_std,max_avg_power,max_avg_power_std,Qbacklog,Qbacklog_std,det_latency,det_latency_std,jain,jain_std,ms_per_slot,ms_per_slot_std,policy,ref,budget,energy_ok
65.96964285714286,3.883589977030775,10.622214285714286,0.5816960050979713,20.0,1.5811388300841898,4.301637789606508,0.0687740781983172,4.755468113664319,0.1548769960598749,25185.65110307024,2124.725162288832,1.8293884994316028,0.11973495668781778,0.9978982614798397,0.0005728664395206742,0.46120451291402187,0.027195937220881917,CW-Whittle [Zhou-Lin'24],"Zhou-Lin, MobiHoc'24 (channel-weighted quadratic value index, no energy)",3.0,False
65.97564285714286,3.8684132333396795,10.684785714285713,0.5809487424261547,20.0,1.5811388300841898,4.292374078888804,0.05187563770792063,4.777365425103076,0.18100059440606045,25166.522722055797,2211.0348631621205,1.8202576996758029,0.12420753967838387,0.9981691768829176,0.0003425369983326558,0.42373808224995935,0.013254983571432954,AoII-Whittle,"Kriouile-Assaad, ISIT'21 (value-aware AoII index, no energy)",3.0,False
66.8955,4.157354963599735,11.007,0.6479207619574404,20.2,1.9235384061671346,4.207803029277053,0.06022699664649821,4.728615308358149,0.19988782006031394,23608.191207683376,2015.0881561245321,1.8339965290935119,0.12646677811363022,0.9981098133441926,0.0009013173166025932,0.35693120956420893,0.04331877138866857,Max-Weight,"Kadota-Modiano, ToN'18 (w*A, no energy)",3.0,False
66.8955,4.157354963599735,11.007,0.6479207619574404,20.2,1.9235384061671346,4.207803029277053,0.06022699664649821,4.728615308358149,0.19988782006031394,23608.191207683376,2015.0881561245321,1.8339965290935119,0.12646677811363022,0.9981098133441926,0.0009013173166025932,0.4343563238779703,0.013538900248034426,VoI-Greedy,"Maatouk et al., ToN'20 (AoII / value-greedy)",3.0,False
70.49285714285715,4.396155592372376,10.363357142857144,0.5668300234728255,19.41999999999989,1.9379757480423323,4.390856823326312,0.07007813818292187,4.891244006002422,0.20162985567253705,27258.367097800736,2131.249927589347,2.1406008562797356,0.23242839398661613,0.9979730727810686,0.0006105521250319889,0.42086307207743323,0.01595326123941134,Max-Age-First,"Kadota-Modiano, ToN'18 (greedy AoI)",3.0,False
70.49285714285715,4.396155592372376,10.363357142857144,0.5668300234728255,19.41999999999989,1.9379757480423323,4.390856823326312,0.07007813818292187,4.891244006002422,0.20162985567253705,27258.367097800736,2131.249927589347,2.1406008562797356,0.23242839398661613,0.9979730727810686,0.0006105521250319889,0.4380777835845947,0.03151761193604877,Whittle-AoI,"Tripathi-Modiano, ToN'19 (index, no value/energy)",3.0,False
74.53592857142857,4.0452994783943925,12.808285714285713,0.5232031568782309,22.409999999999947,1.1469524837585525,2.393733395539807,0.023577801585565317,2.5505865014726057,0.02885722490230795,499.7097801198171,22.05213739999079,1.9297486816344578,0.1497082805161292,0.9982079424605386,0.00040015076199548076,0.5093081633249918,0.010648058337541816,AoI-Energy Online [Abd-Elmagid'25],"Abd-Elmagid et al., MobiHoc'25 (online-learned energy price, unknown statistics)",3.0,True
76.67935714285714,4.30457970850079,13.334857142857143,0.5712400135330369,23.0,1.5811388300841898,2.2436957446462844,0.035138426131346656,2.416000869453147,0.042514180360663865,379.94998779701416,16.199850163867126,1.9990347774830532,0.14424819499788782,0.9982609015656951,0.0007103651132325743,0.45475872357686364,0.01895835214510893,FreshSky-Whittle (ours),"ours (statistical index, Thm 3)",3.0,True
76.67935714285714,4.30457970850079,13.334857142857143,0.5712400135330369,23.0,1.5811388300841898,2.2436957446462844,0.035138426131346656,2.416000869453147,0.042514180360663865,379.94998779701416,16.199850163867126,1.9990347774830532,0.14424819499788782,0.9982609015656951,0.0007103651132325743,0.4259004751841228,0.019346886906653146,FreshSky-DPP (ours),ours,3.0,True
83.51771428571428,4.147037550641252,15.82707142857143,0.7243906834332552,26.6,2.1908902300206647,1.2009652200314858,0.06647044032109475,1.4805672898940905,0.14708874231362012,280.76536969871665,65.96537173937502,2.0101129294556017,0.12442848208946389,0.997740045453068,0.0006474446073403502,0.48508248329162595,0.018361386674582286,Fixed-Price Thr.,static-lambda Lagrangian AoI-energy threshold (price tuned offline),3.0,True
83.66778571428571,5.798811671236563,13.064214285714286,0.6261849685164265,23.8,2.0493901531919194,2.936713133438962,0.050776359516948054,3.423606596023147,0.06696395278979417,3666.3299275601566,317.7816552972972,2.7860717706622884,0.2556712581312509,0.9977267987225341,0.0011164917048768629,0.5652319749196371,0.10122278910977481,Tang-CMDP [JSAC'20],"Tang et al., IEEE JSAC 2020 (offline CMDP/LP with random truncation)",3.0,False
84.50571428571428,4.779399091519815,12.95807142857143,0.4111278663007159,22.6,1.140175425099138,2.211103535385031,0.034016991025299835,2.3967109304783016,0.05042160103113228,304.5060619656402,7.8550630749350505,2.8380488762493075,0.2127350960184413,0.9981906605466031,0.0005993733671581558,0.4296666145324707,0.019234474334887033,Lyap-DPP (no value),"He et al. (2024) / Neely (2010), energy-aware and unweighted",3.0,True
105.537,5.589392916589456,19.233142857142855,0.4563478298806025,37.209999999999944,3.2550729638520495,3.334446833349574,0.039854129844375946,4.351512202724591,0.2727252403557577,10210.090635757084,1339.1908004689483,3.6463089054145086,0.5853987232532629,0.9804439960903298,0.004923533725278671,0.45435392061869295,0.09406105515261624,Round-Robin,fairness baseline,3.0,False
107.27471428571428,6.5307806974248575,16.735285714285713,0.3106222564860578,28.0,1.224744871391589,1.8719981570010886,0.026939279870277045,2.0165926091085065,0.0551845510525502,214.21120837970756,6.080791668798329,3.786386003519624,0.4270503997688863,0.9980508403377264,0.0009220801432643175,0.47324490547180176,0.036279193507888365,Cost-AoI-Whittle,"Tang et al., CommL'22 (energy-priced AoI index, no value)",3.0,True
108.87378571428572,6.040923193992313,23.201214285714283,1.327368901824438,39.0,3.605551275463989,2.0320200383434814,0.05296376437042264,2.270996382301073,0.12519307583688208,781.722115749383,180.47761485791273,2.095374273714791,0.12972218260600546,0.9900825750522995,0.0048908573242469906,2.4778282165527346,0.609451519812779,Deep Index Policy (RL),"learned neural index (policy-gradient Whittle-style, Zamir-Hou'24/26), no feasibility guarantee",3.0,True
