policy,age_mode,extra_delay,seed,wAoI,age_mae,age_bias,mean_power,max_avg_power,max_queue,finite_window_bound,bound_ok,certificate_ok
Conservative-AoI Bayes-Safe,conservative,0,0,462.10756756756757,0.0,0.0,0.2545655725367439,0.39563921071561803,23.997220469611044,0.4064864864864865,True,True
Conservative-AoI Bayes-Safe,conservative,0,1,427.61324324324323,0.0,0.0,0.25139655205848704,0.39566015212278827,23.99812360094259,0.4064864864864865,True,True
Conservative-AoI Bayes-Safe,conservative,0,2,356.41,0.0,0.0,0.2061863399286568,0.3866851190035102,23.997800383215594,0.4064864864864865,True,True
Conservative-AoI Bayes-Safe,conservative,0,3,405.22216216216214,0.0,0.0,0.2184198667170831,0.3948899424584807,23.99948487133885,0.4064864864864865,True,True
Conservative-AoI Bayes-Safe,conservative,0,4,330.86486486486484,0.0,0.0,0.20118220744329093,0.3747001357194501,23.94662845750547,0.4064864864864865,True,True
Conservative-AoI Bayes-Safe,conservative,1,0,559.7048648648648,0.9961486486486538,0.9961486486486538,0.2509783185390895,0.39356002041993726,23.997220469610845,0.4064864864864865,True,True
Conservative-AoI Bayes-Safe,conservative,1,1,503.36783783783784,0.9960360360360405,0.9960360360360405,0.24836625757491748,0.39223945916495434,23.998123600942883,0.4064864864864865,True,True
Conservative-AoI Bayes-Safe,conservative,1,2,413.2194594594595,0.9978828828828871,0.9978828828828871,0.20305642298881285,0.37927262470951323,23.997267035753424,0.4064864864864865,True,True
Conservative-AoI Bayes-Safe,conservative,1,3,445.69054054054055,1.0024774774774805,1.0024774774774805,0.21630526979477696,0.3811437735754323,23.999484871338876,0.4064864864864865,True,True
Conservative-AoI Bayes-Safe,conservative,1,4,379.58405405405404,1.0015315315315376,1.0015315315315376,0.1988535013577283,0.3712759830431628,23.992696010686316,0.4064864864864865,True,True
Conservative-AoI Bayes-Safe,conservative,2,0,583.2705405405405,1.9948648648648664,1.9948648648648664,0.24681820799764206,0.38126126978181424,23.993954620467257,0.4064864864864865,True,True
Conservative-AoI Bayes-Safe,conservative,2,1,568.0591891891892,1.9920945945945938,1.9920945945945938,0.24655809623281486,0.3876785352211758,23.998123600942595,0.4064864864864865,True,True
Conservative-AoI Bayes-Safe,conservative,2,2,460.2708108108108,1.9985135135135161,1.9985135135135161,0.20153470382260666,0.3687715911263508,23.997267035753424,0.4064864864864865,True,True
Conservative-AoI Bayes-Safe,conservative,2,3,510.1154054054054,2.003738738738745,2.003738738738745,0.21476839450374194,0.37614516670886927,23.998681612713394,0.4064864864864865,True,True
Conservative-AoI Bayes-Safe,conservative,2,4,441.5637837837838,2.002162162162167,2.002162162162167,0.1971585288451456,0.3590468663421368,23.996370870076593,0.4064864864864865,True,True
Conservative-AoI Bayes-Safe,conservative,4,0,677.1218918918919,3.967995495495497,3.967995495495497,0.2421421518410478,0.37511189446275267,23.99597878045288,0.4064864864864865,True,True
