extra_delay,gain_vs_ji24_style_pct,gain_vs_ji24_ci95_halfwidth,aoi_penalty_vs_zhu26_style_pct,aoi_penalty_vs_zhu26_ci95_halfwidth,max_power_reduction_vs_zhu26_pct,max_power_reduction_vs_zhu26_ci95_halfwidth,paired_seeds
1,2.0832583855515976,8.20184345911376,12.702634713912184,10.70453921409505,31.384693351766952,8.397450821632788,5
2,3.8033511560015483,5.307353867808032,11.305631361986688,7.891434126644288,32.56436157935734,7.689406187283103,5
4,2.9632669027630487,4.157660959543117,11.543567032408564,7.62766981503901,33.55807436262551,9.482320262275316,5
8,1.4392282255463402,5.7034740504383485,11.249328437330021,9.166332694470583,34.049240742117924,8.606163881345232,5
