quantile,good_fraction,threshold_db,policy,seed,wAoI,mean_power,max_avg_power,max_queue,finite_window_bound,bound_ok,certificate_ok,fitted_pLL,fitted_pNL
0.75,0.25023786869647957,-85.99993525439743,Bayes-Aggregate-DPP,3,2077.2555555555555,0.29132897975249267,0.547851245003499,765.3036820986181,,,,0.8859315589353612,0.03811944091486658
0.75,0.25023786869647957,-85.99993525439743,Bayes-Aggregate-DPP,4,1984.0577777777778,0.22494218751154135,0.4603375001256499,343.532063157275,,,,0.8859315589353612,0.03811944091486658
0.75,0.25023786869647957,-85.99993525439743,TS-DPP adapted,0,1935.0522222222223,0.21307339713224824,0.44803157482777345,370.78788363169093,,,,0.8859315589353612,0.03811944091486658
0.75,0.25023786869647957,-85.99993525439743,TS-DPP adapted,1,2193.1453333333334,0.20734881012011308,0.4715803708126069,474.1757183336414,,,,0.8859315589353612,0.03811944091486658
0.75,0.25023786869647957,-85.99993525439743,TS-DPP adapted,2,2154.3251111111113,0.21274173138356742,0.537292275452742,651.3563106618425,,,,0.8859315589353612,0.03811944091486658
0.75,0.25023786869647957,-85.99993525439743,TS-DPP adapted,3,2064.8973333333333,0.2976498749354141,0.538319034696661,955.0523726577104,,,,0.8859315589353612,0.03811944091486658
0.75,0.25023786869647957,-85.99993525439743,TS-DPP adapted,4,2013.8755555555556,0.2129332971959651,0.46861326417037175,425.2475151115669,,,,0.8859315589353612,0.03811944091486658
0.75,0.25023786869647957,-85.99993525439743,FreshSky-B fitted-GE,0,1868.8342222222223,0.2012046574210029,0.34729705481518736,73.14913805148682,,,,0.8859315589353612,0.03811944091486658
0.75,0.25023786869647957,-85.99993525439743,FreshSky-B fitted-GE,1,2008.1964444444445,0.18774893010295726,0.35733601885632643,107.70266532097229,,,,0.8859315589353612,0.03811944091486658
0.75,0.25023786869647957,-85.99993525439743,FreshSky-B fitted-GE,2,1979.075111111111,0.20007859261321306,0.3698071521819341,90.74911307220704,,,,0.8859315589353612,0.03811944091486658
0.75,0.25023786869647957,-85.99993525439743,FreshSky-B fitted-GE,3,1906.2533333333333,0.2721431285749478,0.3957794357639868,109.10524693137208,,,,0.8859315589353612,0.03811944091486658
0.75,0.25023786869647957,-85.99993525439743,FreshSky-B fitted-GE,4,1912.3453333333334,0.20490514273629554,0.36810603304793504,79.62662518380559,,,,0.8859315589353612,0.03811944091486658
0.75,0.25023786869647957,-85.99993525439743,Wang'26 fitted-GE,0,1897.0362222222222,0.21020602290097967,0.4470336449159598,386.31325566044103,,,,0.8859315589353612,0.03811944091486658
0.75,0.25023786869647957,-85.99993525439743,Wang'26 fitted-GE,1,1995.9373333333333,0.20105171641388597,0.4985932270047877,530.2644064745037,,,,0.8859315589353612,0.03811944091486658
