policy,wAoI,wAoI_std,power,max_power,feasible
FreshSky-B (ours),372.7225945945946,21.87597822552385,0.22524573060419248,0.38205413283588385,True
Belief-DPP (Zhou'26),355.68616216216213,23.14188223428482,0.236839556229764,0.5074687354599097,False
TS-DPP adapted (Zhou'26),376.61324324324323,20.51244700339778,0.2639825303523493,0.6941668978460079,False
Memoryless,401.79924324324327,24.92758061881797,0.25311850944716197,0.44285963217670676,False
