extra_delay,expected_gain_vs_conservative_pct,expected_gain_ci95_halfwidth,expected_gap_vs_true_aoi_pct,expected_gap_vs_true_aoi_ci95_halfwidth,expected_degradation_vs_delay0_pct,expected_degradation_ci95_halfwidth,paired_seeds
0,0.0,0.0,0.0,0.0,0.0,0.0,5
1,9.082990619395254,6.809835608341197,-0.4472777961044356,6.391294943991459,5.266042611704212,6.5687268106330405,5
2,17.834870313395886,3.5019569229489367,-1.1190852030437104,5.04225387848355,6.413691218830541,5.939883335364863,5
4,27.340401563261423,4.363070034384863,-0.2640850600598618,4.97727100472658,9.05296399677265,4.177121906167996,5
8,41.699745134777444,6.6230093863395805,0.6996347708151511,7.862506817352307,10.895554685565141,7.865056892001771,5
