policy,extra_delay,seed,wAoI,worst_user_mean_aoi,p95_user_mean_aoi,p95_slot_aoi,p99_slot_aoi,cvar95_slot_aoi,slot_aoi_gt40,slot_aoi_gt60,mean_service_rate,worst_service_rate,jain_service_fairness,starvation_p95,starvation_max,rejection_rate,rejected_candidates,proposed_candidates,mean_power,max_avg_power,max_queue,finite_window_bound,bound_ok,certificate_ok,uav_pi_los,uav_pth,uav_mean_aoi,uav_avg_power,uav_service_rate,uav_max_queue
Zhao'25 MMSE-MW-Safe,4,14,456.2237837837838,22.994054054054054,19.22402702702702,33.0,59.0,48.376126126126124,0.030405405405405407,0.008851351351351351,0.10427927927927928,0.03864864864864865,0.9022820261315766,28.0,118.0,0.42954954954954955,4768,11100,0.284691304511861,0.40426033731039696,23.999842249024383,0.4064864864864865,True,True,0.3969158517;0.64914127;0.685168137;0.2123384503;0.8391928019;0.2547057577;0.6450583303;0.3536782427;0.3495021855;0.2638904463;0.8142278578;0.4332858251,1.177446822;0.7134614509;0.6676722331;2.128067317;0.4876767217;1.782678959;0.7188179662;1.310923092;1.325454306;1.723560971;0.5165166625;1.084128614,9.475945946;6.831621622;7.241891892;22.99405405;5.268918919;16.13945946;7.67972973;11.11081081;10.06216216;14.10135135;5.351891892;8.878378378,0.3821928737;0.1733518498;0.1555495851;0.3997315635;0.09793075791;0.4003800582;0.1746533383;0.4042603373;0.3979945228;0.4001456416;0.1042805262;0.3258245997,0.1102702703;0.1378378378;0.1262162162;0.03864864865;0.1481081081;0.05567567568;0.1224324324;0.09513513514;0.09648648649;0.06297297297;0.1448648649;0.1127027027,23.74808805;1.394230156;1.473705632;23.9997275;0.6630301652;23.99813484;2.463451526;23.99969591;23.99984225;23.99858093;0.633033325;18.7445015
Zhao'25 MMSE-MW-Safe,4,15,443.772972972973,32.994864864864866,24.891729729729718,37.0,78.0,62.48243243243243,0.04306306306306306,0.018941441441441442,0.13094594594594594,0.02810810810810811,0.8654683155388277,22.0,171.0,0.5003603603603604,5554,11100,0.2392565984719857,0.4001005729555505,23.999174838051445,0.4064864864864865,True,True,0.95;0.6682774533;0.3936552323;0.8783623152;0.2542081145;0.6112416568;0.1961261937;0.2603661895;0.4858854259;0.9440218225;0.777121657;0.6438927182,0.2609434761;0.6888292002;1.186565108;0.4408835581;1.786011998;0.7647485898;2.305041448;1.74572184;0.9708198352;0.349980936;0.5589976316;0.7203540735,3.651351351;5.797027027;9.185675676;4.667027027;18.26189189;6.061891892;32.99486486;16.28810811;7.024054054;4.096756757;5.26;6.96,0.05458655418;0.185797714;0.3986217376;0.09878174855;0.3996805229;0.2137162275;0.3999558404;0.400100573;0.3014789164;0.07368517545;0.1386918448;0.205982327,0.1837837838;0.1627027027;0.1218918919;0.172972973;0.05189189189;0.1556756757;0.02810810811;0.05945945946;0.1410810811;0.172972973;0.17;0.1508108108,0.2609434761;2.088292002;23.99764995;0.5226506742;23.99886307;2.847485898;23.99896785;23.99917484;6.903937199;0.349980936;0.8769928948;3.84601925
Zhao'25 MMSE-MW-Safe,4,16,509.9735135135135,24.593243243243244,24.05141891891892,41.0,77.0,62.53108108108108,0.051981981981981985,0.019144144144144143,0.12198198198198197,0.03648648648648649,0.7972141884014674,26.0,161.0,0.6921621621621622,7683,11100,0.2749068139257873,0.40292201251348414,23.999796937625273,0.4064864864864865,True,True,0.3932789834;0.7735119064;0.901603995;0.8416273572;0.2260479039;0.7045979448;0.6624829137;0.1982197585;0.7522839954;0.3841282698;0.2247729528;0.2144342016,1.187626136;0.5631378354;0.4113518347;0.4848363331;2.00065631;0.6439160289;0.6962092138;2.280313362;0.5876051337;1.214015836;2.011774821;2.107404393,8.885405405;5.810540541;4.24027027;4.263513514;16.92297297;4.812702703;5.901351351;24.59324324;5.007027027;8.573513514;23.60810811;21.92243243,0.401546026;0.1500686232;0.0972791501;0.1174090147;0.400131262;0.1742053905;0.2020888367;0.4005955906;0.1526185226;0.4029220125;0.4001800724;0.3998372659,0.1189189189;0.1689189189;0.1891891892;0.182972973;0.04945945946;0.1802702703;0.1640540541;0.03648648649;0.1791891892;0.1172972973;0.03702702703;0.04,23.99894078;1.215689177;0.4340555041;0.6545089994;23.99969286;1.307412202;2.250719779;23.99979694;0.9628154011;23.99962519;23.99613493;23.99967442
Zhao'25 MMSE-MW-Safe,4,17,414.69081081081083,25.412702702702703,24.870729729729728,37.0,77.0,62.707657657657656,0.042612612612612615,0.019864864864864863,0.1431981981981982,0.03594594594594595,0.8428633384291918,20.0,180.0,0.544054054054054,6039,11100,0.21897874447665455,0.40004163137426285,23.999695937721988,0.4064864864864865,True,True,0.6058267012;0.4606290406;0.8627452041;0.95;0.8920394043;0.9329954481;0.2434414901;0.2237143759;0.7874097494;0.2072792387;0.95;0.5223938409,0.772389876;1.022513998;0.4598691245;0.2139841101;0.4237308779;0.3673358894;1.861711545;2.021113381;0.5472165522;2.179902851;0.241873434;0.9032962107,6.129189189;7.036216216;3.990810811;3.598918919;4.197837838;4.008378378;20.56081081;25.4127027;5.108648649;24.4272973;3.590540541;7.032702703,0.2310907007;0.3534582172;0.1111143236;0.04886934407;0.1008937577;0.08418941464;0.3995132342;0.3998527013;0.1434594745;0.4000416314;0.05497717784;0.3002849565,0.1640540541;0.1491891892;0.1913513514;0.1975675676;0.182972973;0.1910810811;0.04432432432;0.03594594595;0.1783783784;0.03891891892;0.1964864865;0.1481081081,3.32389876;13.83039195;0.5796073736;0.2139841101;0.4474617559;0.3673358894;23.99944623;23.99735446;1.136082761;23.99969594;0.241873434;10.4922939
Zhao'25 MMSE-MW-Safe,4,18,319.77486486486487,19.407297297297298,17.7567027027027,27.0,51.0,41.825675675675676,0.020900900900900903,0.004527027027027027,0.15752252252252252,0.047027027027027025,0.8703871437030964,18.0,106.0,0.4788288288288288,5315,11100,0.19677309634209517,0.40287372411210176,23.99969413187687,0.4064864864864865,True,True,0.95;0.2298402862;0.2514208534;0.95;0.8064515181;0.2889292384;0.86964094;0.95;0.4229897239;0.9113191376;0.93510967;0.8418183031,0.2641897105;1.968390267;1.804941085;0.3377909827;0.5254308787;1.582364629;0.451552802;0.2372894534;1.10910177;0.3983676074;0.3641087485;0.4846132827,3.645675676;19.4072973;16.40621622;3.513513514;4.398378378;12.56108108;4.478918919;3.621081081;7.48027027;3.609459459;4.048918919;4.70027027,0.0619060754;0.4000620219;0.4000139701;0.07915264379;0.1381741203;0.4002954845;0.1136204483;0.05534616169;0.4028737241;0.09657722807;0.08777973071;0.1254755473,0.2002702703;0.04702702703;0.05189189189;0.2018918919;0.1972972973;0.07027027027;0.1886486486;0.1962162162;0.14;0.2051351351;0.1981081081;0.1935135135,0.2641897105;23.99962611;23.99969413;0.3377909827;1.027154393;23.99910488;0.554658406;0.2372894534;23.98932324;0.3983676074;0.3641087485;0.8230664136
Zhao'25 MMSE-MW-Safe,4,19,511.4281081081081,29.82864864864865,27.108081081081078,36.0,81.0,62.6472972972973,0.04132882882882883,0.020923423423423425,0.09898648648648649,0.03054054054054054,0.8965271361091292,28.0,164.0,0.38117117117117116,4231,11100,0.3019904921418978,0.4000797943416391,23.99974570125335,0.4064864864864865,True,True,0.8339118425;0.4218873338;0.3658373363;0.3670076204;0.481511622;0.1930715746;0.2120595117;0.3057773787;0.5446939528;0.4653449839;0.3623629999;0.8770434254,0.4938172966;1.111838862;1.270411673;1.266646367;0.9794527448;2.342239302;2.1308523;1.500722279;0.8655191693;1.012509865;1.281724896;0.4425090154,5.857567568;8.658108108;10.30702703;8.910540541;8.441351351;29.82864865;24.88216216;11.65918919;7.938108108;7.826486486;9.861891892;4.901351351,0.09342489395;0.3182263122;0.388677301;0.3851289631;0.264981675;0.4000797943;0.3991028767;0.3995166067;0.2236314394;0.2736513148;0.3973347177;0.0801300109,0.1337837838;0.1108108108;0.09243243243;0.1075675676;0.1154054054;0.03054054054;0.04;0.07648648649;0.1189189189;0.1205405405;0.09459459459;0.1467567568,0.5876345931;16.95516587;23.99845754;23.99841666;9.398657048;23.99874953;23.99973332;23.9997457;4.248306709;6.4126677;23.92731489;0.5700360617
Zhao'25 MMSE-MW-Safe,8,0,393.08864864864864,18.755675675675676,18.659797297297295,33.0,60.0,49.054054054054056,0.03177927927927928,0.00972972972972973,0.14319819819819818,0.047027027027027025,0.8484080031766896,21.0,112.0,0.6707207207207208,7445,11100,0.22320578828777463,0.4002945885940433,23.99998220044722,0.4064864864864865,True,True,0.95;0.2315765095;0.95;0.8081176242;0.6281327393;0.795200025;0.3394136806;0.9476946562;0.5005847781;0.95;0.23436609;0.2528380647,0.3369544871;1.95400716;0.2191119648;0.5235225351;0.7414402559;0.5383055036;1.361973486;0.3438720469;0.9427001774;0.2738400263;1.931388168;1.795260579,3.693243243;18.75567568;4.045135135;4.641891892;6.607837838;5.077567568;11.07891892;3.841351351;7.819459459;3.338918919;18.58135135;17.70027027,0.07822808228;0.3997793027;0.05104716585;0.1328615299;0.2170215668;0.1389410151;0.3997576233;0.08104227699;0.316441519;0.0632052385;0.3998495505;0.4002945886,0.1964864865;0.04972972973;0.1908108108;0.1897297297;0.1632432432;0.1821621622;0.0927027027;0.197027027;0.1510810811;0.202972973;0.04702702703;0.05540540541,0.3369544871;23.99867769;0.2191119648;0.6470450703;2.145924607;0.6766110072;23.99973208;0.3438720469;6.510204613;0.2738400263;23.99930207;23.9999822
Zhao'25 MMSE-MW-Safe,8,1,516.2705405405405,25.800540540540542,23.225499999999997,43.0,75.0,61.46036036036036,0.05644144144144144,0.01912162162162162,0.11950450450450449,0.03351351351351351,0.7339001282321581,29.0,129.0,0.7536936936936937,8366,11100,0.28464597827796084,0.4021516144928343,23.99996336760886,0.4064864864864865,True,True,0.5605092249;0.2181252996;0.2316669551;0.3707979081;0.95;0.95;0.2020086086;0.95;0.325972712;0.8362721814;0.2993435181;0.2334007936,0.8400796556;2.072097608;1.953264399;1.254604531;0.2976063768;0.2276934429;2.237061952;0.2579608484;1.414030367;0.4910760745;1.530799061;1.939147999,7.284594595;21.11864865;17.98;10.64378378;3.23;3.325135135;25.80054054;3.30027027;11.53756757;5.042432432;13.81459459;20.04162162,0.2878975685;0.3998588358;0.4001552471;0.4021516145;0.07271247691;0.05606181798;0.3996480947;0.06379302062;0.3997502064;0.1336523262;0.3996626736;0.400407857,0.1578378378;0.04216216216;0.04945945946;0.1035135135;0.2127027027;0.217027027;0.03351351351;0.2151351351;0.08567567568;0.1978378378;0.07243243243;0.04675675676,4.041672768;23.99953142;23.99994003;23.99955477;0.2976063768;0.2276934429;23.99943658;0.2579608484;23.99953849;0.6732282236;23.99968316;23.99996337
Zhao'25 MMSE-MW-Safe,8,2,423.71513513513514,24.092972972972973,21.98186486486486,35.0,63.0,52.545495495495494,0.03581081081081081,0.01126126126126126,0.1329954954954955,0.03486486486486486,0.8458207572497864,23.0,159.0,0.6607207207207207,7334,11100,0.24365102693266613,0.4003484337215311,23.999999667560125,0.4064864864864865,True,True,0.2983974043;0.4720337023;0.7619171253;0.95;0.6042558466;0.7527600943;0.6803453125;0.2438339011;0.7053294905;0.1925045361;0.95;0.2931742638,1.535332493;0.9986066978;0.5764720931;0.328976203;0.7746227687;0.5870535051;0.6736618433;1.858825842;0.6430324214;2.34929577;0.2710575607;1.560894842,13.36135135;6.598108108;4.911891892;3.715945946;7.019189189;5.553783784;5.8;20.25459459;6.271621622;24.09297297;3.771891892;13.37675676,0.4000163576;0.3190143559;0.1448970396;0.07361953948;0.2242218879;0.1505712909;0.1817066269;0.3998987487;0.1684049774;0.4000152257;0.06109783935;0.4003484337,0.06837837838;0.1564864865;0.1802702703;0.1910810811;0.1516216216;0.1735135135;0.1745945946;0.04540540541;0.1518918919;0.03486486486;0.192972973;0.07486486486,23.99949569;4.77492056;0.7529441862;0.328976203;1.149245537;0.7741070102;1.24197106;23.97848257;0.8860648428;23.99999967;0.2710575607;23.9997206
Zhao'25 MMSE-MW-Safe,8,3,508.8572972972973,20.242162162162163,19.137554054054053,39.0,62.0,54.1481981981982,0.04412162162162162,0.010990990990990991,0.10475225225225225,0.04243243243243243,0.7518181153409147,33.0,156.0,0.7153153153153153,7940,11100,0.32177537096240644,0.4050020979313091,23.999956741605587,0.4064864864864865,True,True,0.2469621281;0.8215561338;0.8932287906;0.3220866759;0.225348274;0.2465631425;0.4834834838;0.2778755806;0.2645088005;0.3014458345;0.9387067142;0.2969367479,1.836175919;0.5080937316;0.4222105672;1.429873819;2.006740312;1.839030251;0.9755450403;1.641436133;1.719737046;1.520828652;0.3585144156;1.542388958,15.58162162;4.840810811;3.649189189;9.784324324;20.24216216;18.23378378;7.604864865;14.30621622;17.02891892;14.07756757;3.798378378;12.69108108,0.399988592;0.1314177571;0.1021293129;0.4050020979;0.4002633378;0.3996163031;0.3366948693;0.3997118799;0.3997226647;0.4007589016;0.08497760608;0.4010211292,0.05324324324;0.1875675676;0.2021621622;0.09135135135;0.04243243243;0.05135135135;0.162972973;0.06405405405;0.05675675676;0.07351351351;0.1962162162;0.07540540541,23.99954416;0.7242811947;0.4444211345;23.99933929;23.99977546;23.99995674;6.788626007;23.99976003;23.99884008;23.99964931;0.3585144156;23.99965362
Zhao'25 MMSE-MW-Safe,8,4,479.8618918918919,22.50162162162162,20.88521621621621,35.0,60.0,51.25675675675676,0.0329054054054054,0.00990990990990991,0.10481981981981985,0.03945945945945946,0.9015307410197042,28.0,167.0,0.5052252252252252,5608,11100,0.2891770680014348,0.40037055227788215,23.999774470948466,0.4064864864864865,True,True,0.662118963;0.6741961796;0.3640876;0.2460798207;0.2372011855;0.4128728207;0.5024050881;0.4159209977;0.2309431598;0.4380235493;0.7287104513;0.5641011845,0.6966749552;0.6813572012;1.27608378;1.842501298;1.908996959;1.13470463;0.9393093506;1.126874486;1.959226317;1.072981387;0.6151471375;0.8344446437,6.676486486;6.734864865;9.394054054;15.22405405;19.5627027;9.164594595;8.377027027;8.498378378;22.50162162;10.46810811;6.254324324;7.091081081,0.1608001113;0.1550548009;0.399724622;0.4003705523;0.3998574711;0.332437789;0.2475207072;0.3283164044;0.3997880728;0.3085546476;0.1345010903;0.203198547,0.1383783784;0.1378378378;0.1137837838;0.05459459459;0.05027027027;0.112972973;0.1191891892;0.1181081081;0.03945945946;0.1035135135;0.1410810811;0.1286486486,0.9933499104;1.288143207;23.89926947;23.99849541;23.99920884;8.359387978;2.907568311;7.918113183;23.99977447;12.06242301;0.8302942749;1.703333931
Zhao'25 MMSE-MW-Safe,8,5,418.22135135135136,18.004864864864864,17.634729729729727,31.0,54.0,45.585585585585584,0.02418918918918919,0.006554054054054054,0.12240990990990992,0.046216216216216216,0.8687113091299428,26.0,139.0,0.5962162162162162,6618,11100,0.2649898161737254,0.4058286811874573,23.99980549347705,0.4064864864864865,True,True,0.9411489522;0.4821824971;0.3825098869;0.7544254172;0.3523107703;0.8677360717;0.95;0.2189202535;0.8265150398;0.3376263363;0.2625732011;0.2699141276,0.3546353857;0.9781203331;1.218803669;0.5851252029;1.315645181;0.4538598372;0.2241414152;2.064668323;0.5023771293;1.368663091;1.731770293;1.687095206,4.144864865;7.440810811;9.912432432;5.270540541;9.478918919;4.925945946;3.998108108;18.00486486;5.222702703;10.60027027;17.33189189;15.08351351,0.07437758358;0.2934360999;0.4058286812;0.1382160614;0.4057165274;0.1015664717;0.04664564587;0.4000992398;0.1137816309;0.4006113859;0.3997113055;0.3998871609,0.1743243243;0.1383783784;0.1145945946;0.1659459459;0.1067567568;0.1718918919;0.1759459459;0.04621621622;0.1648648649;0.09378378378;0.05567567568;0.06054054054,0.3546353857;3.51556433;23.99173513;0.7702504057;23.99791629;0.5077196745;0.2241414152;23.99960989;0.6047542586;23.99978167;23.999585;23.99980549
Zhao'25 MMSE-MW-Safe,8,6,301.50594594594594,12.98054054054054,11.623229729729728,22.0,39.0,32.366216216216216,0.008513513513513513,0.0012612612612612612,0.1463063063063063,0.07324324324324324,0.9536750669954335,19.0,77.0,0.16387387387387387,1819,11100,0.1884558273009378,0.40102895380668746,23.99999244669503,0.4064864864864865,True,True,0.6600953202;0.4082536129;0.95;0.8542797728;0.5796663152;0.95;0.7238759829;0.298421524;0.95;0.3698913443;0.95;0.5870736138,0.6992694381;1.146768836;0.2551559305;0.4699577518;0.8105930222;0.2156180293;0.6208604762;1.535216558;0.2628816135;1.257463669;0.2571157349;0.7995478023,6.854594595;10.30189189;4.11027027;5.127027027;7.117297297;3.712162162;5.638108108;12.98054054;3.861621622;10.5127027;4.005405405;6.820540541,0.1787861861;0.3911411545;0.05234144629;0.1044068303;0.2201745912;0.04446393415;0.1483353138;0.3999861519;0.05435254981;0.4010289538;0.05295194324;0.2135008726,0.1443243243;0.1194594595;0.1737837838;0.1675675676;0.1389189189;0.1802702703;0.1551351351;0.07324324324;0.1772972973;0.1021621622;0.1781081081;0.1454054054,1.197077752;23.65650022;0.2551559305;0.5399155036;1.674151156;0.2156180293;0.8417209525;23.99999245;0.2628816135;23.99973122;0.2571157349;1.199095605
Zhao'25 MMSE-MW-Safe,8,7,363.8664864864865,24.342972972972973,20.405121621621618,31.0,64.0,49.83693693693694,0.02813063063063063,0.011734234234234234,0.15171171171171172,0.036216216216216214,0.866253159456866,19.0,128.0,0.617027027027027,6849,11100,0.20379103115245908,0.40529516565070095,23.999990205331997,0.4064864864864865,True,True,0.95;0.8194645516;0.5139536145;0.1957148488;0.2668165055;0.95;0.9166527097;0.2817874583;0.4060368001;0.95;0.95;0.8957240492,0.2129344738;0.5105004868;0.9182376412;2.309972111;1.705631049;0.2143947682;0.3910280632;1.619983796;1.152645744;0.2643493157;0.2202876177;0.4190042049,3.617837838;4.231081081;7.896216216;24.34297297;17.18324324;3.59;4.116486486;13.95864865;7.895405405;3.853243243;3.797837838;4.316486486,0.04926267827;0.1273491755;0.3050038003;0.4001870602;0.3996708431;0.04983229747;0.09416378496;0.400179781;0.4052951657;0.06108612565;0.05120198682;0.1022596749,0.1967567568;0.1924324324;0.1481081081;0.03621621622;0.05621621622;0.2013513514;0.1986486486;0.07351351351;0.1348648649;0.1921621622;0.1975675676;0.1927027027,0.2129344738;0.5105004868;6.128277542;23.99909524;23.99999021;0.2143947682;0.3910280632;23.99935185;23.99964417;0.2643493157;0.2202876177;0.4380084099
Zhao'25 MMSE-MW-Safe,8,8,403.63405405405405,23.906756756756756,20.849797297297293,34.0,58.0,49.36036036036036,0.03186936936936937,0.008738738738738738,0.13614864864864867,0.03486486486486486,0.8504924762817919,22.0,137.0,0.6391891891891892,7095,11100,0.24112841340695457,0.401987916168222,23.99989155007239,0.4064864864864865,True,True,0.924502767;0.7675714746;0.2938168902;0.223720696;0.8564804989;0.95;0.4732619221;0.198994158;0.3554966144;0.365156396;0.95;0.8950142286,0.3798996382;0.5699618165;1.557699888;2.021057334;0.4673466129;0.2347890628;0.9960890923;2.271318822;1.304697623;1.272612991;0.2590903055;0.4199186836,4.159189189;5.853243243;12.91432432;18.34864865;4.381621622;3.932972973;8.233783784;23.90675676;10.11540541;9.258918919;3.475135135;4.229189189,0.0872742412;0.1472658099;0.3999499713;0.3998416131;0.1115316376;0.05292272389;0.3373242251;0.3996293386;0.4019879162;0.4000132184;0.05763008686;0.09817017874,0.1867567568;0.1702702703;0.06972972973;0.04864864865;0.1848648649;0.1921621622;0.1437837838;0.03486486486;0.1075675676;0.1127027027;0.1962162162;0.1862162162,0.3798996382;0.9098854496;23.99969122;23.98269534;0.5346932257;0.2347890628;8.502227309;23.99910349;23.99989155;23.99844384;0.2590903055;0.4398373672
Zhao'25 MMSE-MW-Safe,8,9,511.72864864864863,26.346756756756758,25.199635135135132,44.0,81.0,64.93018018018019,0.05768018018018018,0.02400900900900901,0.12362612612612613,0.03567567567567568,0.7879700170361316,27.0,127.0,0.7445945945945946,8265,11100,0.2663371079365147,0.4002668397430444,23.99950440370099,0.4064864864864865,True,True,0.3257577326;0.6871221964;0.2523803769;0.1963495047;0.5437054116;0.2493362779;0.95;0.4363495231;0.95;0.6652629851;0.95;0.2127973752,1.414897118;0.6652565043;1.798374164;2.302374716;0.8671448273;1.819394726;0.209506079;1.076896197;0.2790122724;0.6926602831;0.247425482;2.123503268,12.1427027;5.576216216;19.90837838;26.34675676;7.435135135;17.81756757;3.605405405;7.69;3.867837838;6.105945946;3.442972973;24.26108108,0.3999952392;0.1848334288;0.4000167398;0.4001153899;0.2753770735;0.4002668397;0.04818639816;0.3705105023;0.06462527498;0.1952553176;0.0568409891;0.4000221022,0.08594594595;0.1764864865;0.04648648649;0.03567567568;0.1472972973;0.05216216216;0.1981081081;0.1437837838;0.1935135135;0.1645945946;0.2010810811;0.03837837838,23.9995044;0.9305130086;23.9969037;23.99949363;2.604303446;23.99928272;0.209506079;12.09101745;0.2790122724;0.9853205662;0.247425482;23.9988499
Zhao'25 MMSE-MW-Safe,8,10,607.0140540540541,41.755945945945946,31.73747297297296,45.0,105.0,85.86801801801802,0.06195945945945946,0.026283783783783782,0.10078828828828829,0.035405405405405405,0.825866128165144,31.0,353.0,0.7232432432432433,8028,11100,0.31462063719160904,0.4042198348844322,23.999913536495313,0.4064864864864865,True,True,0.2210551088;0.5230742899;0.4621770162;0.8877431859;0.3493760462;0.4491418585;0.5565464418;0.34857734;0.2223217792;0.6900300697;0.2104662511;0.2177243916,2.045012567;0.9021077578;1.019211399;0.4291816563;1.325898395;1.047619095;0.8463561798;1.328717478;2.03354937;0.6616731043;2.146920017;2.075867389,16.93783784;8.310540541;8.45;4.29972973;9.75027027;8.341351351;7.266216216;10.98135135;23.54054054;7.23027027;20.43432432;41.75594595,0.3996065096;0.2562473658;0.3098953579;0.0897801627;0.4042198349;0.3193822538;0.232633577;0.4004108077;0.4001145788;0.1621993258;0.4003715707;0.4005863016,0.04837837838;0.1259459459;0.1316216216;0.1743243243;0.1016216216;0.1302702703;0.142972973;0.09297297297;0.04054054054;0.1437837838;0.04162162162;0.03540540541,23.99991354;2.825293094;6.345805186;0.4875449689;23.99901476;6.361905517;1.524493259;23.99712316;23.99816954;1.416731043;23.99932792;23.99722662
Zhao'25 MMSE-MW-Safe,8,11,434.38081081081083,25.44891891891892,21.780567567567562,33.0,65.0,52.567567567567565,0.031171171171171172,0.012139639639639639,0.11731981981981983,0.0372972972972973,0.8937125361932473,27.0,162.0,0.4882882882882883,5420,11100,0.2640122887492052,0.4003825820546917,23.999648824899293,0.4064864864864865,True,True,0.95;0.2935060875;0.6227889451;0.4312530983;0.6153269509;0.4183303984;0.9434799305;0.4987828682;0.6260188518;0.4351735249;0.2492611008;0.2092716103,0.3358641596;1.559243329;0.7487311135;1.088976442;0.7590395275;1.120756955;0.3508668233;0.9460759936;0.7443154627;1.079661914;1.819920828;2.159149808,4.154864865;12.54891892;6.487837838;8.945945946;7.074054054;9.638918919;4.470540541;9.168648649;6.966756757;8.699459459;18.77918919;25.44891892,0.06608354276;0.3999248429;0.1851591808;0.3284588405;0.1881187153;0.3504637288;0.0694147337;0.2774303927;0.1802450418;0.3227313722;0.4003825821;0.3997344915,0.1708108108;0.0727027027;0.1483783784;0.1189189189;0.1354054054;0.1159459459;0.1624324324;0.1262162162;0.1435135135;0.1240540541;0.05216216216;0.0372972973,0.3358641596;23.99964882;1.887311135;11.1133875;1.118079055;10.09816691;0.3508668233;6.305823847;1.665892776;8.393238288;23.99879967;23.99947758
Zhao'25 MMSE-MW-Safe,8,12,450.4962162162162,19.721351351351352,18.13645945945946,32.0,55.0,46.18828828828829,0.028063063063063064,0.006441441441441442,0.10680180180180181,0.04351351351351351,0.9094060788182853,27.0,104.0,0.3691891891891892,4098,11100,0.2879593315902294,0.4049358532659144,23.999839341072043,0.4064864864864865,True,True,0.2277146089;0.9318683167;0.4490225566;0.364868936;0.3264467419;0.2532754659;0.5108922966;0.7249468559;0.885090931;0.3371942215;0.4510893652;0.3770521179,1.986329388;0.369039043;1.047885528;1.273544601;1.412123145;1.792296255;0.9237509324;0.6195927545;0.4325165816;1.370290719;1.043286736;1.235229773,19.72135135;4.394054054;10.48351351;10.31432432;11.65216216;16.83972973;7.798918919;5.418108108;5.275675676;10.80108108;9.148918919;9.895945946,0.3994132608;0.06842183338;0.2985057695;0.3906684115;0.4049358533;0.3996336243;0.2349323317;0.1292771909;0.08334711424;0.4014581457;0.2780218167;0.3668966271,0.04351351351;0.1594594595;0.1110810811;0.1035135135;0.09297297297;0.05243243243;0.1232432432;0.1451351351;0.1483783784;0.09297297297;0.1067567568;0.1021621622,23.99967826;0.369039043;10.29290927;19.91053994;23.99569272;23.99940524;2.066256527;0.6195927545;0.4650331633;23.99983934;5.406014307;19.70350159
Zhao'25 MMSE-MW-Safe,8,13,316.58405405405404,21.235675675675676,15.28229729729729,25.0,51.0,39.70315315315315,0.0165990990990991,0.006058558558558558,0.1516891891891892,0.04594594594594595,0.9320462159481193,18.0,104.0,0.30711711711711714,3409,11100,0.19238157599912784,0.40472976156655827,23.999758198755718,0.4064864864864865,True,True,0.931036637;0.7159624459;0.6775674106;0.3509019354;0.95;0.7562371291;0.2357345475;0.5713184825;0.95;0.8385292043;0.9458583108;0.3749843981,0.3702883284;0.6302691506;0.6771299559;1.320546841;0.2764601871;0.5830294735;1.920506701;0.8232731646;0.2265612916;0.488449848;0.3469497415;1.241568686,4.668378378;6.021081081;6.397027027;10.41135135;4.047027027;5.021891892;21.23567568;7.035135135;3.702702703;4.503783784;3.702972973;9.140810811,0.08286452323;0.161825863;0.1797139504;0.4047297616;0.0599993325;0.1427634332;0.400192072;0.2360791426;0.04916992355;0.1137956132;0.07510993052;0.4023353661,0.1778378378;0.1591891892;0.1621621622;0.1008108108;0.1821621622;0.1705405405;0.04594594595;0.1478378378;0.1867567568;0.18;0.1864864865;0.1205405405,0.3702883284;0.8605383013;1.231389868;23.9997582;0.2764601871;0.766058947;23.99966944;2.418916963;0.2265612916;0.5768996961;0.3469497415;23.99924108
Zhao'25 MMSE-MW-Safe,8,14,469.91648648648646,24.52081081081081,20.090189189189182,35.0,61.0,51.527477477477476,0.0363063063063063,0.010225225225225225,0.10903153153153151,0.038378378378378375,0.8988420016179344,29.0,122.0,0.5371171171171171,5962,11100,0.2838849174344274,0.40532324792558644,23.999727496281064,0.4064864864864865,True,True,0.3969158517;0.64914127;0.685168137;0.2123384503;0.8391928019;0.2547057577;0.6450583303;0.3536782427;0.3495021855;0.2638904463;0.8142278578;0.4332858251,1.177446822;0.7134614509;0.6676722331;2.128067317;0.4876767217;1.782678959;0.7188179662;1.310923092;1.325454306;1.723560971;0.5165166625;1.084128614,9.524594595;7.187027027;7.428648649;24.52081081;5.248378378;16.46513514;7.521081081;11.78;10.68675676;14.39864865;5.307027027;9.212702703,0.3656449725;0.1720020579;0.1564518449;0.3997315635;0.1009622619;0.399898253;0.1744590631;0.4053232479;0.3997856773;0.4001456416;0.1090268955;0.3231875301,0.1118918919;0.1386486486;0.1348648649;0.03837837838;0.1564864865;0.05810810811;0.1318918919;0.09864864865;0.1016216216;0.06540540541;0.1535135135;0.1189189189,9.481276898;1.340384353;0.9353444662;23.9997275;0.5753534435;23.99836267;1.037635932;23.99262314;23.99795929;23.99858093;0.5165166625;9.334958127
