policy,extra_delay,seed,wAoI,worst_user_mean_aoi,p95_user_mean_aoi,p95_slot_aoi,p99_slot_aoi,cvar95_slot_aoi,slot_aoi_gt40,slot_aoi_gt60,mean_service_rate,worst_service_rate,jain_service_fairness,starvation_p95,starvation_max,rejection_rate,rejected_candidates,proposed_candidates,mean_power,max_avg_power,max_queue,finite_window_bound,bound_ok,certificate_ok,uav_pi_los,uav_pth,uav_mean_aoi,uav_avg_power,uav_service_rate,uav_max_queue,qcap
FreshSky-Safe,4,0,404.84864864864863,24.11081081081081,22.244081081081077,38.0,63.0,53.5481981981982,0.04277027027027027,0.011801801801801801,0.14797297297297293,0.03702702702702703,0.7974149397462156,24.0,126.0,0.3044144144144144,3379,11100,0.20294571259378613,0.3474071823434363,3.997802484092133,0.4010810810810811,True,True,0.95;0.2315765095;0.95;0.8081176242;0.6281327393;0.795200025;0.3394136806;0.9476946562;0.5005847781;0.95;0.23436609;0.2528380647,0.3369544871;1.95400716;0.2191119648;0.5235225351;0.7414402559;0.5383055036;1.361973486;0.3438720469;0.9427001774;0.2738400263;1.931388168;1.795260579,4.466216216;24.11081081;4.676486486;5.837837838;8.426486486;6.181081081;13.96459459;4.886486486;11.41540541;4.480540541;20.71675676;17.79297297,0.09097771152;0.3173941359;0.06152900849;0.1487086985;0.2176227346;0.1613461631;0.3364442612;0.0893137938;0.2772048089;0.06846000657;0.3189400462;0.3474071823,0.2218918919;0.03702702703;0.2272972973;0.21;0.1559459459;0.2043243243;0.07675675676;0.2113513514;0.1235135135;0.217027027;0.04027027027;0.05027027027,0.3369544871;3.986064436;0.2191119648;1.517495773;3.970245374;1.812888058;3.983151563;0.3438720469;3.997802484;0.2738400263;3.988329009;3.981042317,4.0
FreshSky-Safe,4,1,560.6456756756756,33.91135135135135,29.447283783783778,49.0,87.0,73.87432432432432,0.07954954954954956,0.02882882882882883,0.13175675675675677,0.024324324324324326,0.6395141542435823,31.0,233.0,0.5117117117117117,5680,11100,0.25421768011852125,0.34586418431518257,3.993172754628474,0.4010810810810811,True,True,0.5605092249;0.2181252996;0.2316669551;0.3707979081;0.95;0.95;0.2020086086;0.95;0.325972712;0.8362721814;0.2993435181;0.2334007936,0.8400796556;2.072097608;1.953264399;1.254604531;0.2976063768;0.2276934429;2.237061952;0.2579608484;1.414030367;0.4910760745;1.530799061;1.939147999,8.695135135;22.77243243;25.79486486;12.90594595;3.697837838;3.407567568;33.91135135;3.705945946;14.00594595;5.416216216;14.74486486;22.2427027,0.2956172194;0.3315356174;0.3331107664;0.3380650587;0.09072972783;0.07366190573;0.3228624547;0.07703965878;0.3458641843;0.1652404629;0.3388444407;0.3380406646,0.1627027027;0.03837837838;0.03621621622;0.09243243243;0.2578378378;0.2832432432;0.02432432432;0.2662162162;0.0727027027;0.2418918919;0.06756756757;0.03756756757,3.961513457;3.993073693;3.984874367;3.983531396;0.2976063768;0.2276934429;3.985982466;0.2579608484;3.992850271;1.219684671;3.993172755;3.982959974,4.0
FreshSky-Safe,4,2,464.2564864864865,32.33162162162162,27.15463513513513,43.0,72.0,61.29504504504504,0.05605855855855856,0.01849099099099099,0.13716216216216215,0.025405405405405406,0.7885602096244567,26.0,164.0,0.32846846846846844,3646,11100,0.2242553248400998,0.3421312747609718,3.9943661597250437,0.4010810810810811,True,True,0.2983974043;0.4720337023;0.7619171253;0.95;0.6042558466;0.7527600943;0.6803453125;0.2438339011;0.7053294905;0.1925045361;0.95;0.2931742638,1.535332493;0.9986066978;0.5764720931;0.328976203;0.7746227687;0.5870535051;0.6736618433;1.858825842;0.6430324214;2.34929577;0.2710575607;1.560894842,17.85027027;8.68;6.282432432;4.605675676;9.346216216;6.392972973;6.781621622;22.91891892;7.222162162;32.33162162;4.603513514;16.33837838,0.3298890086;0.2793399817;0.1623470057;0.08722315003;0.2307119706;0.1700868534;0.18953567;0.3210242468;0.1880435351;0.3174724013;0.07325880018;0.3421312748,0.05459459459;0.1348648649;0.1959459459;0.2181081081;0.1454054054;0.19;0.1810810811;0.03459459459;0.1824324324;0.02540540541;0.2248648649;0.05864864865,3.98331232;3.991640187;2.341193024;0.328976203;3.993964299;1.818749072;2.736618433;3.976516841;2.916389057;3.99436616;0.2710575607;3.987740093,4.0
FreshSky-Safe,4,3,536.967027027027,21.48864864864865,21.30477027027027,44.0,67.0,58.244594594594595,0.0631981981981982,0.015788288288288287,0.11522522522522521,0.03702702702702703,0.6223290226392282,35.0,117.0,0.5528828828828829,6137,11100,0.2959331805499389,0.3659704071955623,3.9973704585266203,0.4010810810810811,True,True,0.2469621281;0.8215561338;0.8932287906;0.3220866759;0.225348274;0.2465631425;0.4834834838;0.2778755806;0.2645088005;0.3014458345;0.9387067142;0.2969367479,1.836175919;0.5080937316;0.4222105672;1.429873819;2.006740312;1.839030251;0.9755450403;1.641436133;1.719737046;1.520828652;0.3585144156;1.542388958,21.48864865;5.083513514;3.766486486;12.53513514;21.15432432;19.36351351;8.96;15.25972973;20.08081081;15.90945946;3.936216216;15.62918919,0.3523472709;0.1754983213;0.1373896008;0.3659704072;0.3373493172;0.3449424308;0.3290487055;0.3469197448;0.3495249347;0.3518457638;0.1139494467;0.3464122228,0.04216216216;0.2513513514;0.2751351351;0.08054054054;0.03702702703;0.04567567568;0.1483783784;0.05756756757;0.04864864865;0.06702702703;0.2621621622;0.06702702703,3.99587021;1.589031047;0.5554739706;3.994952761;3.755027167;3.995151253;3.997346652;3.98728652;3.997370459;3.987120823;0.3585144156;3.996722709,4.0
FreshSky-Safe,4,4,519.5721621621622,26.334324324324324,24.36116216216216,43.0,72.0,62.15405405405406,0.059256756756756755,0.018445945945945945,0.10704954954954954,0.034594594594594595,0.8212037254738594,34.0,180.0,0.3327027027027027,3693,11100,0.2712728028709251,0.3283027882828967,3.9979330974202196,0.4010810810810811,True,True,0.662118963;0.6741961796;0.3640876;0.2460798207;0.2372011855;0.4128728207;0.5024050881;0.4159209977;0.2309431598;0.4380235493;0.7287104513;0.5641011845,0.6966749552;0.6813572012;1.27608378;1.842501298;1.908996959;1.13470463;0.9393093506;1.126874486;1.959226317;1.072981387;0.6151471375;0.8344446437,7.559189189;7.401891892;14.35486486;20.8527027;22.74675676;11.92702703;10.41756757;11.90675676;26.33432432;13.14702703;7.243513514;8.602702703,0.2063664192;0.1939105764;0.2969481446;0.3206948205;0.3193700318;0.3103570503;0.2777309269;0.2923782451;0.3283027883;0.2847750601;0.1752338062;0.2492057652,0.1713513514;0.1681081081;0.07864864865;0.04243243243;0.04081081081;0.09756756757;0.1254054054;0.09837837838;0.03459459459;0.09837837838;0.1764864865;0.1524324324,3.960099462;3.094929213;3.997759386;3.977529849;3.997933097;3.975843542;3.986187012;3.995619349;3.992263172;3.986646359;2.1211771;3.992226805,4.0
FreshSky-Safe,4,5,465.6127027027027,26.64,24.08413513513513,42.0,73.0,61.01036036036036,0.05511261261261261,0.020878378378378377,0.1311711711711712,0.03594594594594595,0.7562755373330459,27.0,146.0,0.3472072072072072,3854,11100,0.23719299674785002,0.33698704764012594,3.995310878890397,0.4010810810810811,True,True,0.9411489522;0.4821824971;0.3825098869;0.7544254172;0.3523107703;0.8677360717;0.95;0.2189202535;0.8265150398;0.3376263363;0.2625732011;0.2699141276,0.3546353857;0.9781203331;1.218803669;0.5851252029;1.315645181;0.4538598372;0.2241414152;2.064668323;0.5023771293;1.368663091;1.731770293;1.687095206,4.712972973;9.893513514;12.27324324;6.654324324;11.96189189;5.784324324;4.317297297;26.64;5.868648649;14.20432432;20.92648649;21.99297297,0.09498477491;0.2918499589;0.3251241139;0.1693700249;0.3246443378;0.1257314414;0.06221438742;0.3158384515;0.1488122523;0.3369870476;0.3215476193;0.3292115509,0.2262162162;0.1316216216;0.09054054054;0.1981081081;0.08675675676;0.2051351351;0.2348648649;0.03594594595;0.2048648649;0.07162162162;0.04324324324;0.04513513514,0.3546353857;3.96548966;3.994877052;2.066126826;3.994516869;0.7231590234;0.2241414152;3.988009936;1.219017034;3.99443785;3.995310879;3.98385685,4.0
FreshSky-Safe,4,6,329.23135135135135,18.997297297297298,17.514824324324323,31.0,54.0,45.2981981981982,0.024324324324324326,0.00731981981981982,0.1534234234234234,0.05810810810810811,0.8900447384040131,22.0,104.0,0.10018018018018018,1112,11100,0.17169734366044068,0.3207357836622872,3.995930221002285,0.4010810810810811,True,True,0.6600953202;0.4082536129;0.95;0.8542797728;0.5796663152;0.95;0.7238759829;0.298421524;0.95;0.3698913443;0.95;0.5870736138,0.6992694381;1.146768836;0.2551559305;0.4699577518;0.8105930222;0.2156180293;0.6208604762;1.535216558;0.2628816135;1.257463669;0.2571157349;0.7995478023,8.513513514;13.54486486;4.88972973;6.01027027;9.301081081;4.601621622;8.238108108;18.9972973;4.298108108;16.30189189;4.718918919;9.367297297,0.2005202362;0.2922710845;0.06151326758;0.1221890155;0.2153548489;0.05209797789;0.1461539121;0.3207357837;0.06309158723;0.3024709906;0.0644179152;0.2195515046,0.1521621622;0.08675675676;0.2078378378;0.1972972973;0.1381081081;0.2091891892;0.1462162162;0.05810810811;0.2121621622;0.07567567568;0.2127027027;0.1448648649,3.98831101;3.978748328;0.2551559305;0.7497887589;3.748302311;0.2156180293;2.292046667;3.991713307;0.2628816135;3.951519055;0.2571157349;3.995930221,4.0
FreshSky-Safe,4,7,389.2759459459459,30.800810810810813,24.859621621621613,38.0,73.0,59.50945945945946,0.04484234234234234,0.01743243243243243,0.1610135135135135,0.02837837837837838,0.8174004369303864,20.0,138.0,0.2782882882882883,3089,11100,0.18115781943942288,0.3248724261549749,3.9996759238111905,0.4010810810810811,True,True,0.95;0.8194645516;0.5139536145;0.1957148488;0.2668165055;0.95;0.9166527097;0.2817874583;0.4060368001;0.95;0.95;0.8957240492,0.2129344738;0.5105004868;0.9182376412;2.309972111;1.705631049;0.2143947682;0.3910280632;1.619983796;1.152645744;0.2643493157;0.2202876177;0.4190042049,4.507297297;5.255945946;10.32918919;30.80081081;19.99864865;4.501891892;5.097297297;16.84891892;11.41648649;4.462972973;4.481351351;5.035675676,0.05547806291;0.1357655349;0.2903616325;0.3184015612;0.3240698993;0.05649591864;0.1082196586;0.3248724262;0.3137065579;0.06965961697;0.06078747505;0.1160754892,0.2254054054;0.2037837838;0.1397297297;0.02837837838;0.05054054054;0.2208108108;0.2205405405;0.06108108108;0.1040540541;0.2189189189;0.2394594595;0.2194594595,0.2129344738;1.063002921;3.982376412;3.989748995;3.984465734;0.2143947682;0.3910280632;3.999675924;3.994977648;0.2643493157;0.2202876177;0.5330294346,4.0
FreshSky-Safe,4,8,433.41621621621624,26.062432432432434,24.29931081081081,41.0,69.0,58.134684684684686,0.05049549549549549,0.016373873873873873,0.14648648648648646,0.03135135135135135,0.770850681202723,24.0,125.0,0.32765765765765764,3637,11100,0.2154170348492598,0.3339452537817904,3.9987428956854347,0.4010810810810811,True,True,0.924502767;0.7675714746;0.2938168902;0.223720696;0.8564804989;0.95;0.4732619221;0.198994158;0.3554966144;0.365156396;0.95;0.8950142286,0.3798996382;0.5699618165;1.557699888;2.021057334;0.4673466129;0.2347890628;0.9960890923;2.271318822;1.304697623;1.272612991;0.2590903055;0.4199186836,4.356216216;6.992162162;16.68972973;22.85675676;5.468648649;4.113513514;10.18675676;26.06243243;14.16945946;13.21972973;4.170540541;4.694594595,0.1054478185;0.1759179445;0.3258539766;0.3250078686;0.1249204865;0.0640910685;0.2953269552;0.3339452538;0.3251165427;0.3164335003;0.06946421163;0.1234787913,0.2332432432;0.1918918919;0.05756756757;0.04027027027;0.2091891892;0.2321621622;0.1297297297;0.03135135135;0.08243243243;0.08405405405;0.2332432432;0.2327027027,0.3798996382;2.659312698;3.996297878;3.979121365;0.7367330643;0.2347890628;3.976534554;3.969014077;3.997300151;3.998742896;0.2590903055;0.559349469,4.0
FreshSky-Safe,4,9,557.7535135135136,32.403243243243246,29.296189189189185,51.0,90.0,77.55405405405405,0.07858108108108108,0.033783783783783786,0.13155405405405407,0.027567567567567567,0.7110822751077277,28.0,217.0,0.4454054054054054,4944,11100,0.24237780323209748,0.34549972094941955,3.999650558179072,0.4010810810810811,True,True,0.3257577326;0.6871221964;0.2523803769;0.1963495047;0.5437054116;0.2493362779;0.95;0.4363495231;0.95;0.6652629851;0.95;0.2127973752,1.414897118;0.6652565043;1.798374164;2.302374716;0.8671448273;1.819394726;0.209506079;1.076896197;0.2790122724;0.6926602831;0.247425482;2.123503268,15.65297297;6.979189189;26.75405405;32.40324324;9.13972973;21.2427027;3.775135135;9.451621622;4.271891892;6.97;3.885405405;26.17135135,0.3254263371;0.1974193626;0.3392608558;0.330421885;0.275611437;0.3348669753;0.05905806496;0.3274346544;0.07978242815;0.2242721673;0.06947975021;0.3454997209,0.06216216216;0.1821621622;0.04189189189;0.02756756757;0.1440540541;0.04324324324;0.2483783784;0.1245945946;0.2386486486;0.1864864865;0.2443243243;0.03513513514,3.99366253;3.974617077;3.993496657;3.949869041;3.95293792;3.987894522;0.209506079;3.999650558;0.2790122724;3.189904246;0.247425482;3.976052293,4.0
