qcap,seed,rejection_pct,uav_near_cap_pct,median_queue_pressure_pct,uav_near_budget_pct,bound_slack_mw
36.0,8,1.48648648648648,16.666666666666664,21.969035368055557,25.0,0.011328131008439934
36.0,9,3.38738738738738,41.66666666666667,38.231498119444446,33.33333333333333,0.006512520160569524
36.0,10,4.36936936936936,33.33333333333333,60.97036191666667,33.33333333333333,0.006867111234663326
36.0,11,0.83783783783783,25.0,39.46188488888889,16.666666666666664,0.010330888662887394
36.0,12,0.45945945945945,25.0,56.05223056944444,16.666666666666664,0.0113901605281157
36.0,13,0.8018018018018,8.333333333333332,5.278983815277778,8.333333333333332,0.010056713633640135
36.0,14,0.54054054054054,25.0,38.09122000000001,25.0,0.012298779514375024
36.0,15,2.12612612612612,25.0,13.657592288888889,25.0,0.007741889920615308
36.0,16,4.44144144144144,33.33333333333333,34.34652250138888,33.33333333333333,0.007976313940940893
36.0,17,3.1171171171171097,25.0,13.353327981944444,25.0,0.009098935422662324
36.0,18,0.39639639639639,16.666666666666664,2.4833666763888886,16.666666666666664,0.009667707816091609
36.0,19,1.7117117117117098,25.0,48.24035704166666,25.0,0.011202759077869495
48.0,0,0.09009009009009,16.666666666666664,10.109101323958333,33.33333333333333,0.008311534321540082
48.0,1,0.77477477477477,25.0,63.6623685,50.0,0.00575189324234876
48.0,2,0.8918918918918901,25.0,9.765078794791666,33.33333333333333,0.011687857670734991
48.0,3,0.74774774774774,41.66666666666667,79.66334068750001,58.333333333333336,0.011082548408972492
48.0,4,0.12612612612612,25.0,33.015638125,25.0,0.010610527400176095
48.0,5,0.28828828828828,8.333333333333332,38.68862455208333,25.0,0.021244010128789292
48.0,6,0.0,0.0,8.584035986458332,0.0,0.03705237789142718
48.0,7,0.43243243243243,16.666666666666664,1.5672250767708333,25.0,0.00966432879957968
48.0,8,1.29729729729729,16.666666666666664,19.172888276041668,25.0,0.012115894444464148
48.0,9,1.4684684684684601,33.33333333333333,23.309603564583334,33.33333333333333,0.0072116727881919584
48.0,10,1.56756756756756,33.33333333333333,39.00004595833333,33.33333333333333,0.010110354477906591
48.0,11,0.33333333333333004,8.333333333333332,27.24279580208333,25.0,0.011114779436507183
48.0,12,0.24324324324324,16.666666666666664,46.321331416666666,16.666666666666664,0.014633403771358966
48.0,13,0.5045045045044999,8.333333333333332,3.768582159375,8.333333333333332,0.013819012741943248
48.0,14,0.4054054054054,16.666666666666664,36.130302020833334,25.0,0.010365642798228658
48.0,15,0.44144144144144,16.666666666666664,12.357838917708335,25.0,0.011771164253125466
48.0,16,1.91891891891891,33.33333333333333,35.015293666666665,33.33333333333333,0.011761081493103454
48.0,17,1.06306306306306,25.0,10.145151163541668,25.0,0.009396364001883095
48.0,18,0.14414414414414,8.333333333333332,1.8625250072916668,25.0,0.012378953689768879
48.0,19,0.32432432432432,16.666666666666664,36.25601488541667,25.0,0.014159253929883375
