seed,effect,metric,metric_label,unit,effect_value
10,Three-way,rejection_rate,rejection,percentage_points,0.02252252252252264
11,Expected age,wAoI,W-AoI,relative_pct,-32.332964662991905
11,Expected age,p99_slot_aoi,p99 AoI,relative_pct,-16.25207296849088
11,Expected age,worst_user_mean_aoi,worst user,relative_pct,-21.32880036927647
11,Expected age,max_avg_power,max power,relative_pct,11.085497279291756
11,Expected age,rejection_rate,rejection,percentage_points,1.083333333333335
11,Bayesian belief,wAoI,W-AoI,relative_pct,-1.3369458236138931
11,Bayesian belief,p99_slot_aoi,p99 AoI,relative_pct,7.628524046434494
11,Bayesian belief,worst_user_mean_aoi,worst user,relative_pct,-2.352925623622245
11,Bayesian belief,max_avg_power,max power,relative_pct,1.2929732401733887
11,Bayesian belief,rejection_rate,rejection,percentage_points,-0.3085585585585599
11,Safety shield,wAoI,W-AoI,relative_pct,2.3154497750850407
11,Safety shield,p99_slot_aoi,p99 AoI,relative_pct,6.301824212271973
11,Safety shield,worst_user_mean_aoi,worst user,relative_pct,3.5378712181386156
11,Safety shield,max_avg_power,max power,relative_pct,-2.2730236017817
11,Safety shield,rejection_rate,rejection,percentage_points,2.7004504504504445
11,Belief × age,wAoI,W-AoI,relative_pct,2.3923019716446174
11,Belief × age,p99_slot_aoi,p99 AoI,relative_pct,3.648424543946932
11,Belief × age,worst_user_mean_aoi,worst user,relative_pct,8.517374832134545
11,Belief × age,max_avg_power,max power,relative_pct,-1.9444716885663036
11,Belief × age,rejection_rate,rejection,percentage_points,-0.15990990990991
11,Belief × shield,wAoI,W-AoI,relative_pct,1.0245194563009674
11,Belief × shield,p99_slot_aoi,p99 AoI,relative_pct,2.3217247097844114
11,Belief × shield,worst_user_mean_aoi,worst user,relative_pct,1.1424215149809192
11,Belief × shield,max_avg_power,max power,relative_pct,-0.8397270153173242
11,Belief × shield,rejection_rate,rejection,percentage_points,-0.3085585585585599
11,Age × shield,wAoI,W-AoI,relative_pct,0.48849555647810866
11,Age × shield,p99_slot_aoi,p99 AoI,relative_pct,2.3217247097844114
11,Age × shield,worst_user_mean_aoi,worst user,relative_pct,-1.0829318700349644
11,Age × shield,max_avg_power,max power,relative_pct,0.7094273256387266
11,Age × shield,rejection_rate,rejection,percentage_points,1.083333333333335
11,Three-way,wAoI,W-AoI,relative_pct,-1.0390427060445064
11,Three-way,p99_slot_aoi,p99 AoI,relative_pct,0.9950248756218906
11,Three-way,worst_user_mean_aoi,worst user,relative_pct,0.19763782043161246
11,Three-way,max_avg_power,max power,relative_pct,0.9700267049958924
11,Three-way,rejection_rate,rejection,percentage_points,-0.15990990990991
12,Expected age,wAoI,W-AoI,relative_pct,-32.132229361838
12,Expected age,p99_slot_aoi,p99 AoI,relative_pct,-22.889305816135085
12,Expected age,worst_user_mean_aoi,worst user,relative_pct,-22.953796808775163
12,Expected age,max_avg_power,max power,relative_pct,5.747188693920795
12,Expected age,rejection_rate,rejection,percentage_points,0.673423423423425
12,Bayesian belief,wAoI,W-AoI,relative_pct,0.24897823908333547
12,Bayesian belief,p99_slot_aoi,p99 AoI,relative_pct,10.131332082551594
12,Bayesian belief,worst_user_mean_aoi,worst user,relative_pct,1.4064634735792179
12,Bayesian belief,max_avg_power,max power,relative_pct,3.1078226259039066
12,Bayesian belief,rejection_rate,rejection,percentage_points,-0.4166666666666652
12,Safety shield,wAoI,W-AoI,relative_pct,1.860118184827822
12,Safety shield,p99_slot_aoi,p99 AoI,relative_pct,4.878048780487805
12,Safety shield,worst_user_mean_aoi,worst user,relative_pct,2.236818945068582
12,Safety shield,max_avg_power,max power,relative_pct,-2.186600906396842
12,Safety shield,rejection_rate,rejection,percentage_points,2.59234234234234
12,Belief × age,wAoI,W-AoI,relative_pct,1.0705760722623279
12,Belief × age,p99_slot_aoi,p99 AoI,relative_pct,-5.628517823639775
12,Belief × age,worst_user_mean_aoi,worst user,relative_pct,-0.14081398305202714
12,Belief × age,max_avg_power,max power,relative_pct,-2.4118511008943435
12,Belief × age,rejection_rate,rejection,percentage_points,-0.03828828828829006
12,Belief × shield,wAoI,W-AoI,relative_pct,0.8239655852697694
12,Belief × shield,p99_slot_aoi,p99 AoI,relative_pct,1.125703564727955
12,Belief × shield,worst_user_mean_aoi,worst user,relative_pct,-0.09666991693653255
12,Belief × shield,max_avg_power,max power,relative_pct,-0.2259014208211115
12,Belief × shield,rejection_rate,rejection,percentage_points,-0.4166666666666652
12,Age × shield,wAoI,W-AoI,relative_pct,1.1621291531054698
12,Age × shield,p99_slot_aoi,p99 AoI,relative_pct,-0.37523452157598497
12,Age × shield,worst_user_mean_aoi,worst user,relative_pct,-2.2206141613046526
12,Age × shield,max_avg_power,max power,relative_pct,2.249609827416589
12,Age × shield,rejection_rate,rejection,percentage_points,0.673423423423425
12,Three-way,wAoI,W-AoI,relative_pct,-1.085972532011559
12,Three-way,p99_slot_aoi,p99 AoI,relative_pct,-1.125703564727955
12,Three-way,worst_user_mean_aoi,worst user,relative_pct,-4.634568156482323
12,Three-way,max_avg_power,max power,relative_pct,-0.5965668451933452
12,Three-way,rejection_rate,rejection,percentage_points,-0.03828828828829006
13,Expected age,wAoI,W-AoI,relative_pct,-39.53697201292185
13,Expected age,p99_slot_aoi,p99 AoI,relative_pct,-23.7006237006237
13,Expected age,worst_user_mean_aoi,worst user,relative_pct,-26.31287495380157
13,Expected age,max_avg_power,max power,relative_pct,16.770963704630983
13,Expected age,rejection_rate,rejection,percentage_points,0.7387387387387401
13,Bayesian belief,wAoI,W-AoI,relative_pct,-1.3476716287695278
13,Bayesian belief,p99_slot_aoi,p99 AoI,relative_pct,2.9106029106029108
13,Bayesian belief,worst_user_mean_aoi,worst user,relative_pct,-6.054512262957008
13,Bayesian belief,max_avg_power,max power,relative_pct,2.753441802252863
13,Bayesian belief,rejection_rate,rejection,percentage_points,-0.4099099099099099
13,Safety shield,wAoI,W-AoI,relative_pct,1.401045750351616
13,Safety shield,p99_slot_aoi,p99 AoI,relative_pct,7.9002079002079
13,Safety shield,worst_user_mean_aoi,worst user,relative_pct,6.193885258692466
13,Safety shield,max_avg_power,max power,relative_pct,-4.6129089933846465
13,Safety shield,rejection_rate,rejection,percentage_points,1.909909909909905
13,Belief × age,wAoI,W-AoI,relative_pct,2.5103961066488205
13,Belief × age,p99_slot_aoi,p99 AoI,relative_pct,3.7422037422037424
13,Belief × age,worst_user_mean_aoi,worst user,relative_pct,9.40095744270464
13,Belief × age,max_avg_power,max power,relative_pct,-1.3946003933488442
13,Belief × age,rejection_rate,rejection,percentage_points,-0.004504504504504979
13,Belief × shield,wAoI,W-AoI,relative_pct,-0.7284653086084191
13,Belief × shield,p99_slot_aoi,p99 AoI,relative_pct,-2.9106029106029108
13,Belief × shield,worst_user_mean_aoi,worst user,relative_pct,-3.936042727778405
13,Belief × shield,max_avg_power,max power,relative_pct,0.9654925800107387
13,Belief × shield,rejection_rate,rejection,percentage_points,-0.4099099099099099
13,Age × shield,wAoI,W-AoI,relative_pct,0.985459209908361
13,Age × shield,p99_slot_aoi,p99 AoI,relative_pct,3.7422037422037424
13,Age × shield,worst_user_mean_aoi,worst user,relative_pct,2.4158815528640445
13,Age × shield,max_avg_power,max power,relative_pct,2.395851957804424
13,Age × shield,rejection_rate,rejection,percentage_points,0.7387387387387401
13,Three-way,wAoI,W-AoI,relative_pct,0.6360166743416272
13,Three-way,p99_slot_aoi,p99 AoI,relative_pct,4.573804573804574
13,Three-way,worst_user_mean_aoi,worst user,relative_pct,2.5059762393930347
13,Three-way,max_avg_power,max power,relative_pct,-1.1800464866797935
13,Three-way,rejection_rate,rejection,percentage_points,-0.004504504504504979
14,Expected age,wAoI,W-AoI,relative_pct,-33.028098373158
14,Expected age,p99_slot_aoi,p99 AoI,relative_pct,-21.217391304347824
14,Expected age,worst_user_mean_aoi,worst user,relative_pct,-21.15411519254514
14,Expected age,max_avg_power,max power,relative_pct,9.873555621598681
14,Expected age,rejection_rate,rejection,percentage_points,0.6509009009009024
14,Bayesian belief,wAoI,W-AoI,relative_pct,-1.499508688167511
14,Bayesian belief,p99_slot_aoi,p99 AoI,relative_pct,3.130434782608696
14,Bayesian belief,worst_user_mean_aoi,worst user,relative_pct,-4.838111226680774
14,Bayesian belief,max_avg_power,max power,relative_pct,3.5711129795679155
14,Bayesian belief,rejection_rate,rejection,percentage_points,-0.7139639639639626
14,Safety shield,wAoI,W-AoI,relative_pct,0.5407596474580921
14,Safety shield,p99_slot_aoi,p99 AoI,relative_pct,7.304347826086956
14,Safety shield,worst_user_mean_aoi,worst user,relative_pct,5.724226443556381
14,Safety shield,max_avg_power,max power,relative_pct,-1.2163970098720716
14,Safety shield,rejection_rate,rejection,percentage_points,3.042792792792788
14,Belief × age,wAoI,W-AoI,relative_pct,1.6633759653790712
14,Belief × age,p99_slot_aoi,p99 AoI,relative_pct,-1.0434782608695652
14,Belief × age,worst_user_mean_aoi,worst user,relative_pct,-4.214278328254345
14,Belief × age,max_avg_power,max power,relative_pct,-3.4951543999002848
14,Belief × age,rejection_rate,rejection,percentage_points,0.3626126126126126
14,Belief × shield,wAoI,W-AoI,relative_pct,-0.03706070824539537
14,Belief × shield,p99_slot_aoi,p99 AoI,relative_pct,-0.34782608695652173
14,Belief × shield,worst_user_mean_aoi,worst user,relative_pct,-1.5895087072620309
14,Belief × shield,max_avg_power,max power,relative_pct,1.5181118581618207
14,Belief × shield,rejection_rate,rejection,percentage_points,-0.7139639639639626
14,Age × shield,wAoI,W-AoI,relative_pct,1.3320904009037091
14,Age × shield,p99_slot_aoi,p99 AoI,relative_pct,5.913043478260869
14,Age × shield,worst_user_mean_aoi,worst user,relative_pct,2.6118744791761705
14,Age × shield,max_avg_power,max power,relative_pct,0.38085263352837345
14,Age × shield,rejection_rate,rejection,percentage_points,0.6509009009009024
14,Three-way,wAoI,W-AoI,relative_pct,-1.2674856913529542
14,Three-way,p99_slot_aoi,p99 AoI,relative_pct,3.8260869565217392
14,Three-way,worst_user_mean_aoi,worst user,relative_pct,3.3885026428958134
14,Three-way,max_avg_power,max power,relative_pct,-1.2902361191589937
14,Three-way,rejection_rate,rejection,percentage_points,0.3626126126126126
15,Expected age,wAoI,W-AoI,relative_pct,-33.72843145305598
15,Expected age,p99_slot_aoi,p99 AoI,relative_pct,-20.52980132450331
15,Expected age,worst_user_mean_aoi,worst user,relative_pct,-28.296696045528115
15,Expected age,max_avg_power,max power,relative_pct,8.81740038555781
15,Expected age,rejection_rate,rejection,percentage_points,1.8108108108108103
15,Bayesian belief,wAoI,W-AoI,relative_pct,-2.4403283565761176
15,Bayesian belief,p99_slot_aoi,p99 AoI,relative_pct,-1.9867549668874172
15,Bayesian belief,worst_user_mean_aoi,worst user,relative_pct,-4.7627458982277275
15,Bayesian belief,max_avg_power,max power,relative_pct,-0.7599160696334842
15,Bayesian belief,rejection_rate,rejection,percentage_points,-0.752252252252255
15,Safety shield,wAoI,W-AoI,relative_pct,3.2124685955355194
15,Safety shield,p99_slot_aoi,p99 AoI,relative_pct,18.543046357615893
15,Safety shield,worst_user_mean_aoi,worst user,relative_pct,12.14258594890473
15,Safety shield,max_avg_power,max power,relative_pct,-4.127806449244951
15,Safety shield,rejection_rate,rejection,percentage_points,5.139639639639635
15,Belief × age,wAoI,W-AoI,relative_pct,2.443762102123061
15,Belief × age,p99_slot_aoi,p99 AoI,relative_pct,3.9735099337748343
15,Belief × age,worst_user_mean_aoi,worst user,relative_pct,2.885097587766057
15,Belief × age,max_avg_power,max power,relative_pct,1.1306102549399122
15,Belief × age,rejection_rate,rejection,percentage_points,-0.009009009009010131
15,Belief × shield,wAoI,W-AoI,relative_pct,-0.17001033184754788
15,Belief × shield,p99_slot_aoi,p99 AoI,relative_pct,-1.9867549668874172
15,Belief × shield,worst_user_mean_aoi,worst user,relative_pct,4.1682655507978215
15,Belief × shield,max_avg_power,max power,relative_pct,0.29283188621252937
15,Belief × shield,rejection_rate,rejection,percentage_points,-0.752252252252255
15,Age × shield,wAoI,W-AoI,relative_pct,2.2069135139314997
15,Age × shield,p99_slot_aoi,p99 AoI,relative_pct,3.3112582781456954
15,Age × shield,worst_user_mean_aoi,worst user,relative_pct,4.173138340530859
15,Age × shield,max_avg_power,max power,relative_pct,2.0532862035652673
15,Age × shield,rejection_rate,rejection,percentage_points,1.8108108108108103
15,Three-way,wAoI,W-AoI,relative_pct,0.301211353559865
15,Three-way,p99_slot_aoi,p99 AoI,relative_pct,2.6490066225165565
15,Three-way,worst_user_mean_aoi,worst user,relative_pct,3.451965460042113
15,Three-way,max_avg_power,max power,relative_pct,-1.274829679265496
15,Three-way,rejection_rate,rejection,percentage_points,-0.009009009009010131
16,Expected age,wAoI,W-AoI,relative_pct,-29.053654918446224
16,Expected age,p99_slot_aoi,p99 AoI,relative_pct,-10.204081632653061
16,Expected age,worst_user_mean_aoi,worst user,relative_pct,-15.619802993475751
16,Expected age,max_avg_power,max power,relative_pct,6.381521552171108
16,Expected age,rejection_rate,rejection,percentage_points,3.475225225225225
16,Bayesian belief,wAoI,W-AoI,relative_pct,-0.05109775895558029
16,Bayesian belief,p99_slot_aoi,p99 AoI,relative_pct,5.442176870748299
16,Bayesian belief,worst_user_mean_aoi,worst user,relative_pct,2.8262239468584647
16,Bayesian belief,max_avg_power,max power,relative_pct,2.708070499895836
16,Bayesian belief,rejection_rate,rejection,percentage_points,0.11936936936936954
16,Safety shield,wAoI,W-AoI,relative_pct,4.3634186433174325
16,Safety shield,p99_slot_aoi,p99 AoI,relative_pct,17.687074829931973
16,Safety shield,worst_user_mean_aoi,worst user,relative_pct,8.491938273184278
16,Safety shield,max_avg_power,max power,relative_pct,-2.2108426009842663
16,Safety shield,rejection_rate,rejection,percentage_points,7.619369369369365
16,Belief × age,wAoI,W-AoI,relative_pct,1.4282505090946027
16,Belief × age,p99_slot_aoi,p99 AoI,relative_pct,-2.0408163265306123
16,Belief × age,worst_user_mean_aoi,worst user,relative_pct,-5.151166261566663
16,Belief × age,max_avg_power,max power,relative_pct,-3.313725783404989
16,Belief × age,rejection_rate,rejection,percentage_points,0.011261261261260452
16,Belief × shield,wAoI,W-AoI,relative_pct,1.8765813375537812
16,Belief × shield,p99_slot_aoi,p99 AoI,relative_pct,1.3605442176870748
16,Belief × shield,worst_user_mean_aoi,worst user,relative_pct,4.6906315295723084
16,Belief × shield,max_avg_power,max power,relative_pct,0.3784698041173608
16,Belief × shield,rejection_rate,rejection,percentage_points,0.11936936936936954
16,Age × shield,wAoI,W-AoI,relative_pct,0.8715312195471229
16,Age × shield,p99_slot_aoi,p99 AoI,relative_pct,3.401360544217687
16,Age × shield,worst_user_mean_aoi,worst user,relative_pct,-1.7862303905542969
16,Age × shield,max_avg_power,max power,relative_pct,1.131458322110155
16,Age × shield,rejection_rate,rejection,percentage_points,3.475225225225225
16,Three-way,wAoI,W-AoI,relative_pct,-0.2449201427150548
16,Three-way,p99_slot_aoi,p99 AoI,relative_pct,-0.6802721088435374
16,Three-way,worst_user_mean_aoi,worst user,relative_pct,-3.9330234673716813
16,Three-way,max_avg_power,max power,relative_pct,0.24675809453534403
16,Three-way,rejection_rate,rejection,percentage_points,0.011261261261260452
17,Expected age,wAoI,W-AoI,relative_pct,-35.53923362881682
17,Expected age,p99_slot_aoi,p99 AoI,relative_pct,-20.333839150227618
17,Expected age,worst_user_mean_aoi,worst user,relative_pct,-26.223458349195344
17,Expected age,max_avg_power,max power,relative_pct,14.741010833481715
17,Expected age,rejection_rate,rejection,percentage_points,2.4324324324324325
17,Bayesian belief,wAoI,W-AoI,relative_pct,3.1635304754798637
17,Bayesian belief,p99_slot_aoi,p99 AoI,relative_pct,13.050075872534142
17,Bayesian belief,worst_user_mean_aoi,worst user,relative_pct,8.285621540243428
17,Bayesian belief,max_avg_power,max power,relative_pct,3.327263663593723
17,Bayesian belief,rejection_rate,rejection,percentage_points,-0.6981981981981976
17,Safety shield,wAoI,W-AoI,relative_pct,0.4987923842999704
17,Safety shield,p99_slot_aoi,p99 AoI,relative_pct,6.980273141122914
17,Safety shield,worst_user_mean_aoi,worst user,relative_pct,0.17147127748257152
17,Safety shield,max_avg_power,max power,relative_pct,-2.6691942480994335
17,Safety shield,rejection_rate,rejection,percentage_points,4.612612612612607
17,Belief × age,wAoI,W-AoI,relative_pct,0.28641334960247916
17,Belief × age,p99_slot_aoi,p99 AoI,relative_pct,2.731411229135053
17,Belief × age,worst_user_mean_aoi,worst user,relative_pct,2.8472859547768636
17,Belief × age,max_avg_power,max power,relative_pct,-3.9316064400348516
17,Belief × age,rejection_rate,rejection,percentage_points,0.5180180180180177
17,Belief × shield,wAoI,W-AoI,relative_pct,-0.7522217891276158
17,Belief × shield,p99_slot_aoi,p99 AoI,relative_pct,-2.731411229135053
17,Belief × shield,worst_user_mean_aoi,worst user,relative_pct,-4.331644862494061
17,Belief × shield,max_avg_power,max power,relative_pct,0.2232706262246069
17,Belief × shield,rejection_rate,rejection,percentage_points,-0.6981981981981976
17,Age × shield,wAoI,W-AoI,relative_pct,1.870195193681223
17,Age × shield,p99_slot_aoi,p99 AoI,relative_pct,5.159332321699544
17,Age × shield,worst_user_mean_aoi,worst user,relative_pct,2.018184582898822
17,Age × shield,max_avg_power,max power,relative_pct,0.17123318375520957
17,Age × shield,rejection_rate,rejection,percentage_points,2.4324324324324325
17,Three-way,wAoI,W-AoI,relative_pct,1.3051586723879398
17,Three-way,p99_slot_aoi,p99 AoI,relative_pct,8.801213960546283
17,Three-way,worst_user_mean_aoi,worst user,relative_pct,8.419347567965719
17,Three-way,max_avg_power,max power,relative_pct,0.22327062622459204
17,Three-way,rejection_rate,rejection,percentage_points,0.5180180180180177
18,Expected age,wAoI,W-AoI,relative_pct,-42.26962675909169
18,Expected age,p99_slot_aoi,p99 AoI,relative_pct,-30.58823529411765
18,Expected age,worst_user_mean_aoi,worst user,relative_pct,-32.57095787544617
18,Expected age,max_avg_power,max power,relative_pct,14.05600722673847
18,Expected age,rejection_rate,rejection,percentage_points,1.531531531531535
18,Bayesian belief,wAoI,W-AoI,relative_pct,-1.6860058815353005
18,Bayesian belief,p99_slot_aoi,p99 AoI,relative_pct,0.0
18,Bayesian belief,worst_user_mean_aoi,worst user,relative_pct,-0.9023862279463829
18,Bayesian belief,max_avg_power,max power,relative_pct,-0.7588075880758527
18,Bayesian belief,rejection_rate,rejection,percentage_points,-0.5990990990990999
18,Safety shield,wAoI,W-AoI,relative_pct,1.9800184452035248
18,Safety shield,p99_slot_aoi,p99 AoI,relative_pct,9.411764705882353
18,Safety shield,worst_user_mean_aoi,worst user,relative_pct,3.5633145389414262
18,Safety shield,max_avg_power,max power,relative_pct,-2.2041553748869998
18,Safety shield,rejection_rate,rejection,percentage_points,2.369369369369365
18,Belief × age,wAoI,W-AoI,relative_pct,0.5622159668178875
18,Belief × age,p99_slot_aoi,p99 AoI,relative_pct,-3.1372549019607843
18,Belief × age,worst_user_mean_aoi,worst user,relative_pct,-2.428754781076204
18,Belief × age,max_avg_power,max power,relative_pct,1.04787714543807
18,Belief × age,rejection_rate,rejection,percentage_points,-0.13063063063063
18,Belief × shield,wAoI,W-AoI,relative_pct,-1.325287552248302
18,Belief × shield,p99_slot_aoi,p99 AoI,relative_pct,-3.9215686274509802
18,Belief × shield,worst_user_mean_aoi,worst user,relative_pct,-3.1020324761983753
18,Belief × shield,max_avg_power,max power,relative_pct,0.6865401987352945
18,Belief × shield,rejection_rate,rejection,percentage_points,-0.5990990990990999
18,Age × shield,wAoI,W-AoI,relative_pct,0.6084734298865585
18,Age × shield,p99_slot_aoi,p99 AoI,relative_pct,1.5686274509803921
18,Age × shield,worst_user_mean_aoi,worst user,relative_pct,-0.5141532626255603
18,Age × shield,max_avg_power,max power,relative_pct,1.7705510388436587
18,Age × shield,rejection_rate,rejection,percentage_points,1.531531531531535
18,Three-way,wAoI,W-AoI,relative_pct,-0.4758965232428488
18,Three-way,p99_slot_aoi,p99 AoI,relative_pct,-0.7843137254901961
18,Three-way,worst_user_mean_aoi,worst user,relative_pct,-3.0202992203413714
18,Three-way,max_avg_power,max power,relative_pct,-0.39747064137306964
18,Three-way,rejection_rate,rejection,percentage_points,-0.13063063063063
19,Expected age,wAoI,W-AoI,relative_pct,-31.756277445787468
19,Expected age,p99_slot_aoi,p99 AoI,relative_pct,-26.85512367491166
19,Expected age,worst_user_mean_aoi,worst user,relative_pct,-23.405910832896694
19,Expected age,max_avg_power,max power,relative_pct,6.68548448515349
19,Expected age,rejection_rate,rejection,percentage_points,0.7184684684684701
19,Bayesian belief,wAoI,W-AoI,relative_pct,-0.655057214359427
19,Bayesian belief,p99_slot_aoi,p99 AoI,relative_pct,2.8268551236749118
19,Bayesian belief,worst_user_mean_aoi,worst user,relative_pct,-0.2291921038842796
19,Bayesian belief,max_avg_power,max power,relative_pct,5.732956741712405
19,Bayesian belief,rejection_rate,rejection,percentage_points,0.16441441441441518
19,Safety shield,wAoI,W-AoI,relative_pct,1.6398204171099504
19,Safety shield,p99_slot_aoi,p99 AoI,relative_pct,8.480565371024735
19,Safety shield,worst_user_mean_aoi,worst user,relative_pct,7.831496609917216
19,Safety shield,max_avg_power,max power,relative_pct,-1.736014796098679
19,Safety shield,rejection_rate,rejection,percentage_points,4.2635135135135105
19,Belief × age,wAoI,W-AoI,relative_pct,2.271577891821955
19,Belief × age,p99_slot_aoi,p99 AoI,relative_pct,3.5335689045936394
19,Belief × age,worst_user_mean_aoi,worst user,relative_pct,2.9596517828943276
19,Belief × age,max_avg_power,max power,relative_pct,-6.1905375162480185
19,Belief × age,rejection_rate,rejection,percentage_points,-0.09234234234234487
19,Belief × shield,wAoI,W-AoI,relative_pct,0.5237335432383663
19,Belief × shield,p99_slot_aoi,p99 AoI,relative_pct,0.7067137809187279
19,Belief × shield,worst_user_mean_aoi,worst user,relative_pct,1.7994121355645891
19,Belief × shield,max_avg_power,max power,relative_pct,-1.2336670173342243
19,Belief × shield,rejection_rate,rejection,percentage_points,0.16441441441441518
19,Age × shield,wAoI,W-AoI,relative_pct,-0.7229727275080116
19,Age × shield,p99_slot_aoi,p99 AoI,relative_pct,0.7067137809187279
19,Age × shield,worst_user_mean_aoi,worst user,relative_pct,2.4189810753151466
19,Age × shield,max_avg_power,max power,relative_pct,0.7834870526575874
19,Age × shield,rejection_rate,rejection,percentage_points,0.7184684684684701
19,Three-way,wAoI,W-AoI,relative_pct,-1.63561824744053
19,Three-way,p99_slot_aoi,p99 AoI,relative_pct,-2.8268551236749118
19,Three-way,worst_user_mean_aoi,worst user,relative_pct,0.05687449251616655
19,Three-way,max_avg_power,max power,relative_pct,0.8663361770273555
19,Three-way,rejection_rate,rejection,percentage_points,-0.09234234234234487
