qcap,seeds,rejection_pct,rejection_pct_ci95,uav_near_cap_pct,uav_near_cap_pct_ci95,median_queue_pressure_pct,median_queue_pressure_pct_ci95,uav_near_budget_pct,uav_near_budget_pct_ci95,bound_slack_mw,bound_slack_mw_ci95
4.0,20,34.13063063063063,5.224042847820573,61.666666666666664,7.942629124635019,83.87253166974999,11.657210758314534,0.0,0.0,0.06721833686277086,0.005934158787649004
8.0,20,21.688288288288284,4.187101064346263,57.08333333333333,9.060851392178005,73.28180348956249,15.06321009458034,0.41666666666666663,0.8720933560034428,0.0349389391304705,0.003995251293226448
12.0,20,14.933783783783777,3.338269997119347,51.25,7.076440057287466,67.27950187533335,16.842848441620525,12.500000000000002,6.6356354700799605,0.020825915757177425,0.0038691280798897293
16.0,20,11.041441441441439,2.5765131384925244,44.583333333333336,6.846437137497685,60.08676824776562,16.910650429490538,22.916666666666664,6.559797145468547,0.01469835702017589,0.0034299353250948654
24.0,20,5.847297297297294,1.64869229450466,36.24999999999999,6.361532571979585,47.18344959454167,15.134418559735666,26.25,6.1046534920241005,0.010838628513773327,0.003098207440186253
28.0,20,4.027927927927922,1.2762341567946074,33.74999999999999,6.869783964461692,42.17647410829464,14.219377666702785,27.083333333333332,6.051969413037959,0.010807555430546064,0.0036920270957637624
32.0,20,2.890540540540537,0.8352278748158871,30.833333333333332,6.70763362250696,37.759949200515635,13.210757679248776,27.083333333333332,5.918207716277745,0.01047351455454027,0.0031505988165970765
36.0,20,1.806306306306301,0.6658911685144606,27.5,5.812425516978502,33.72905901684722,12.425157736365351,26.666666666666664,6.015481459985492,0.010878911794972695,0.003497946307149195
48.0,20,0.6531531531531485,0.25714617034660725,19.583333333333332,4.945461012987711,26.7818892942552,9.813244073221167,27.5,5.812425516978502,0.01271213278449668,0.003066729384073986
