qcap,seeds,wAoI,wAoI_ci95,max_avg_power,max_avg_power_ci95,rejection_rate,rejection_rate_ci95
4.0,20,466.4081486486487,35.556133767150186,0.3341327957967293,0.00600515009840768,0.34170720720720726,0.05244159004736868
8.0,20,458.6260675675676,36.61369947948559,0.3672937347794044,0.004013368185919024,0.21559909909909902,0.0413183730922858
12.0,20,457.45877027027035,36.61700571896476,0.38212600303566646,0.004001086439799098,0.15028828828828825,0.03336839775768339
16.0,20,453.7189594594594,35.68687344806983,0.3897448038335763,0.0031340134657523947,0.10875675675675674,0.02565111571564242
24.0,20,445.0821486486487,33.434601387137484,0.3955769325098662,0.0031023765046534137,0.05795495495495492,0.015880669767220877
28.0,20,444.56570270270265,35.37565767025385,0.3969355257905131,0.003703728533206094,0.04081981981981976,0.013029524597256025
32.0,20,442.31083783783777,32.880688800005494,0.3981729986628225,0.003123844165572526,0.029148648648648606,0.008448582368984766
36.0,20,439.18945945945944,34.00274408931485,0.3986958106566501,0.0034722288322435436,0.018599099099099053,0.006388571234084121
48.0,20,441.0055135135135,31.986005281063992,0.4005933208368992,0.0031544425052559225,0.006432432432432392,0.002599936488013191
