policy,extra_delay,seed,uav,pi_los,pth,mean_aoi,avg_power,service_rate,max_queue
Known-Transition Safe,8,11,10,0.2492611008,1.819920828,21.10945946,0.4018581935,0.05,23.99524965
Known-Transition Safe,8,11,11,0.2092716103,2.159149808,28.00189189,0.3938989514,0.03783783784,23.98299616
Known-Transition Safe,8,12,0,0.2277146089,1.986329388,20.26,0.3892131909,0.05486486486,23.9934339
Known-Transition Safe,8,12,1,0.9318683167,0.369039043,4.852972973,0.08627534384,0.2016216216,0.369039043
Known-Transition Safe,8,12,2,0.4490225566,1.047885528,12.13054054,0.3067189263,0.117027027,16.49004748
Known-Transition Safe,8,12,3,0.364868936,1.273544601,13.47324324,0.3466106523,0.09108108108,18.17406104
Known-Transition Safe,8,12,4,0.3264467419,1.412123145,14.59459459,0.3644804334,0.08432432432,21.64862017
Known-Transition Safe,8,12,5,0.2532754659,1.792296255,19.22567568,0.3986648155,0.05,23.99940524
Known-Transition Safe,8,12,6,0.5108922966,0.9237509324,10.0272973,0.2416732169,0.1267567568,3.485011189
Known-Transition Safe,8,12,7,0.7249468559,0.6195927545,7.296216216,0.1495395486,0.1605405405,1.278371018
Known-Transition Safe,8,12,8,0.885090931,0.4325165816,5.707027027,0.1052067361,0.1878378378,0.4650331633
Known-Transition Safe,8,12,9,0.3371942215,1.370290719,14.75891892,0.3503500054,0.08,17.53628025
Known-Transition Safe,8,12,10,0.4510893652,1.043286736,12.21216216,0.2706906126,0.1094594595,7.071749032
Known-Transition Safe,8,12,11,0.3770521179,1.235229773,13.26081081,0.3254997374,0.09459459459,12.73982523
Known-Transition Safe,8,13,0,0.931036637,0.3702883284,5.916486486,0.08936958846,0.1867567568,0.3702883284
Known-Transition Safe,8,13,1,0.7159624459,0.6302691506,7.706486486,0.1694912986,0.1654054054,1.321076603
Known-Transition Safe,8,13,2,0.6775674106,0.6771299559,8.537297297,0.1639752542,0.1494594595,1.508519823
Known-Transition Safe,8,13,3,0.3509019354,1.320546841,14.45756757,0.3522647925,0.08648648649,19.27663835
Known-Transition Safe,8,13,4,0.95,0.2764601871,4.811621622,0.0678448243,0.2075675676,0.2764601871
Known-Transition Safe,8,13,5,0.7562371291,0.5830294735,6.600540541,0.1490664546,0.1748648649,0.9490884205
Known-Transition Safe,8,13,6,0.2357345475,1.920506701,22.27405405,0.3939634016,0.04432432432,23.97275559
Known-Transition Safe,8,13,7,0.5713184825,0.8232731646,9.763513514,0.2354116238,0.1408108108,3.712009622
Known-Transition Safe,8,13,8,0.95,0.2265612916,4.438918919,0.05633415899,0.2137837838,0.2265612916
Known-Transition Safe,8,13,9,0.8385292043,0.488449848,5.756216216,0.1256768258,0.1956756757,0.6653495441
Known-Transition Safe,8,13,10,0.9458583108,0.3469497415,5.327027027,0.07407845831,0.1867567568,0.3469497415
Known-Transition Safe,8,13,11,0.3749843981,1.241568686,12.88567568,0.3342168679,0.1005405405,13.62117876
Known-Transition Safe,8,14,0,0.3969158517,1.177446822,12.84297297,0.3258663636,0.0972972973,12.19106418
Known-Transition Safe,8,14,1,0.64914127,0.7134614509,8.257567568,0.189549353,0.1532432432,2.280768706
Known-Transition Safe,8,14,2,0.685168137,0.6676722331,8.134864865,0.1788278873,0.1527027027,1.470688932
Known-Transition Safe,8,14,3,0.2123384503,2.128067317,25.19459459,0.3980061035,0.03783783784,23.99429945
Known-Transition Safe,8,14,4,0.8391928019,0.4876767217,5.843783784,0.1202057217,0.1851351351,0.6630301652
Known-Transition Safe,8,14,5,0.2547057577,1.782678959,18.61459459,0.38833493,0.05972972973,23.99722353
Known-Transition Safe,8,14,6,0.6450583303,0.7188179662,8.634594595,0.1968007026,0.1475675676,1.675271865
Known-Transition Safe,8,14,7,0.3536782427,1.310923092,15.41459459,0.3454459499,0.08351351351,16.54446243
Known-Transition Safe,8,14,8,0.3495021855,1.325454306,13.63594595,0.3499915831,0.08756756757,17.79087443
Known-Transition Safe,8,14,9,0.2638904463,1.723560971,21.12540541,0.3884999593,0.05756756757,23.98956077
Known-Transition Safe,8,14,10,0.8142278578,0.5165166625,6.226486486,0.1264767828,0.1894594595,0.7495499874
Known-Transition Safe,8,14,11,0.4332858251,1.084128614,12.08216216,0.289198633,0.1081081081,9.734958127
Known-Transition Safe,8,15,0,0.95,0.2609434761,4.360540541,0.06474219217,0.2205405405,0.2609434761
Known-Transition Safe,8,15,1,0.6682774533,0.6888292002,6.579459459,0.1956647269,0.1862162162,1.844146001
Known-Transition Safe,8,15,2,0.3936552323,1.186565108,11.9172973,0.3399348687,0.1140540541,10.82382302
Known-Transition Safe,8,15,3,0.8783623152,0.4408835581,5.824864865,0.1050971076,0.1886486486,0.5226506742
Known-Transition Safe,8,15,4,0.2542081145,1.786011998,18.38513514,0.3934053456,0.05513513514,23.98961151
Known-Transition Safe,8,15,5,0.6112416568,0.7647485898,7.966756757,0.2139229163,0.1672972973,2.341731668
Known-Transition Safe,8,15,6,0.1961261937,2.305041448,28.23891892,0.4005788245,0.03243243243,23.99896785
Known-Transition Safe,8,15,7,0.2603661895,1.74572184,18.49081081,0.3996287562,0.05675675676,23.99223683
Known-Transition Safe,8,15,8,0.4858854259,0.9708198352,10.14351351,0.2804882173,0.1310810811,5.87049588
Known-Transition Safe,8,15,9,0.9440218225,0.349980936,4.951351351,0.08607639238,0.2035135135,0.349980936
Known-Transition Safe,8,15,10,0.777121657,0.5589976316,7.19027027,0.1400515688,0.1697297297,0.8769928948
Known-Transition Safe,8,15,11,0.6438927182,0.7203540735,8.925675676,0.1835929436,0.147027027,1.762832588
Known-Transition Safe,8,16,0,0.3932789834,1.187626136,14.04162162,0.3453745196,0.0972972973,21.99569884
Known-Transition Safe,8,16,1,0.7735119064,0.5631378354,7.002432432,0.1642231688,0.1848648649,1.215689177
Known-Transition Safe,8,16,2,0.901603995,0.4113518347,5.064864865,0.1073961817,0.2110810811,0.4227036694
Known-Transition Safe,8,16,3,0.8416273572,0.4848363331,5.837027027,0.1178021253,0.1824324324,0.6545089994
Known-Transition Safe,8,16,4,0.2260479039,2.00065631,18.35594595,0.3958055187,0.05054054054,23.81855127
Known-Transition Safe,8,16,5,0.7045979448,0.6439160289,6.201621622,0.1804705194,0.19,1.39524426
Known-Transition Safe,8,16,6,0.6624829137,0.6962092138,7.436216216,0.2047231418,0.177027027,1.584836855
Known-Transition Safe,8,16,7,0.1982197585,2.280313362,29.67405405,0.397514086,0.03162162162,23.98726247
Known-Transition Safe,8,16,8,0.7522839954,0.5876051337,6.473783784,0.164211813,0.1956756757,1.150420535
Known-Transition Safe,8,16,9,0.3841282698,1.214015836,12.31648649,0.3615798516,0.1110810811,16.71480762
Known-Transition Safe,8,16,10,0.2247729528,2.011774821,21.68783784,0.4012675183,0.04513513514,23.98960079
Known-Transition Safe,8,16,11,0.2144342016,2.107404393,22.93243243,0.4009764034,0.04459459459,23.99967442
Known-Transition Safe,8,17,0,0.6058267012,0.772389876,8.793513514,0.2102152987,0.1491891892,1.889559504
Known-Transition Safe,8,17,1,0.4606290406,1.022513998,10.50162162,0.2860275643,0.1197297297,6.897933941
Known-Transition Safe,8,17,2,0.8627452041,0.4598691245,4.908918919,0.1213060177,0.2089189189,0.5197382491
Known-Transition Safe,8,17,3,0.95,0.2139841101,4.131081081,0.0576022091,0.2289189189,0.2139841101
Known-Transition Safe,8,17,4,0.8920394043,0.4237308779,5.101351351,0.1089102878,0.2013513514,0.4711926338
Known-Transition Safe,8,17,5,0.9329954481,0.3673358894,4.73027027,0.09391885171,0.22,0.3673358894
Known-Transition Safe,8,17,6,0.2434414901,1.861711545,22.54702703,0.3990100689,0.04810810811,23.98240489
Known-Transition Safe,8,17,7,0.2237143759,2.021113381,26.89702703,0.3960289733,0.03594594595,23.98927478
Known-Transition Safe,8,17,8,0.7874097494,0.5472165522,6.327837838,0.14730478,0.1910810811,0.8416496567
Known-Transition Safe,8,17,9,0.2072792387,2.179902851,27.27702703,0.3965066538,0.03486486486,23.99611406
Known-Transition Safe,8,17,10,0.95,0.241873434,4.491081081,0.05968390412,0.2132432432,0.241873434
Known-Transition Safe,8,17,11,0.5223938409,0.9032962107,9.217297297,0.2658620469,0.1410810811,5.356035582
Known-Transition Safe,8,18,0,0.95,0.2641897105,4.512702703,0.06840371422,0.2156756757,0.2641897105
Known-Transition Safe,8,18,1,0.2298402862,1.968390267,22.55324324,0.3974020351,0.04648648649,23.99298097
Known-Transition Safe,8,18,2,0.2514208534,1.804941085,16.56918919,0.3912331757,0.05621621622,23.99878269
Known-Transition Safe,8,18,3,0.95,0.3377909827,4.581351351,0.0850868097,0.2137837838,0.3377909827
Known-Transition Safe,8,18,4,0.8064515181,0.5254308787,6.255945946,0.1334878449,0.1894594595,0.9017235147
Known-Transition Safe,8,18,5,0.2889292384,1.582364629,16.74540541,0.3853271704,0.07297297297,23.95429695
Known-Transition Safe,8,18,6,0.86964094,0.451552802,5.476216216,0.1181359763,0.202972973,0.554658406
Known-Transition Safe,8,18,7,0.95,0.2372894534,4.514054054,0.06092567046,0.2178378378,0.2372894534
Known-Transition Safe,8,18,8,0.4229897239,1.10910177,10.45918919,0.3159441259,0.1127027027,14.80071684
Known-Transition Safe,8,18,9,0.9113191376,0.3983676074,4.601081081,0.1005609041,0.2137837838,0.3983676074
Known-Transition Safe,8,18,10,0.93510967,0.3641087485,5.213243243,0.0936841969,0.2094594595,0.3641087485
Known-Transition Safe,8,18,11,0.8418183031,0.4846132827,5.985135135,0.1259994535,0.2027027027,0.7384531309
Known-Transition Safe,8,19,0,0.8339118425,0.4938172966,5.898918919,0.1261236068,0.192972973,0.7752691863
Known-Transition Safe,8,19,1,0.4218873338,1.111838862,12.00378378,0.2839696554,0.102972973,6.942066347
Known-Transition Safe,8,19,2,0.3658373363,1.270411673,14.83405405,0.3481614693,0.08675675676,15.34828557
Known-Transition Safe,8,19,3,0.3670076204,1.266646367,12.9,0.3604807095,0.1016216216,17.66506303
Known-Transition Safe,8,19,4,0.481511622,0.9794527448,10.62594595,0.2602167698,0.1172972973,6.332885683
Known-Transition Safe,8,19,5,0.1930715746,2.342239302,25.00648649,0.3969146061,0.03648648649,23.98702535
Known-Transition Safe,8,19,6,0.2120595117,2.1308523,25.47459459,0.3910401923,0.03891891892,23.98943338
Known-Transition Safe,8,19,7,0.3057773787,1.500722279,14.2572973,0.3820757802,0.0772972973,23.93250255
Known-Transition Safe,8,19,8,0.5446939528,0.8655191693,9.104054054,0.2393043541,0.1418918919,3.455191693
Known-Transition Safe,8,19,9,0.4653449839,1.012509865,9.841621622,0.2791243411,0.1218918919,5.025177564
Known-Transition Safe,8,19,10,0.3623629999,1.281724896,13.29432432,0.3419087762,0.08837837838,18.79589541
Known-Transition Safe,8,19,11,0.8770434254,0.4425090154,5.537567568,0.1054845815,0.1943243243,0.5275270463
Wang'26 PORMAB-Safe,2,0,0,0.95,0.3369544871,3.881081081,0.08487610324,0.2145945946,0.3369544871
Wang'26 PORMAB-Safe,2,0,1,0.2315765095,1.95400716,18.12135135,0.3997793027,0.04891891892,23.99873249
Wang'26 PORMAB-Safe,2,0,2,0.95,0.2191119648,4.068918919,0.05643613579,0.2124324324,0.2191119648
Wang'26 PORMAB-Safe,2,0,3,0.8081176242,0.5235225351,5.697027027,0.125786901,0.1781081081,0.7705676054
Wang'26 PORMAB-Safe,2,0,4,0.6281327393,0.7414402559,7.732972973,0.1965818624,0.1405405405,6.136006398
Wang'26 PORMAB-Safe,2,0,5,0.795200025,0.5383055036,5.657837838,0.1325395443,0.1778378378,0.8298330217
Wang'26 PORMAB-Safe,2,0,6,0.3394136806,1.361973486,10.4327027,0.4012300271,0.09405405405,23.99899405
Wang'26 PORMAB-Safe,2,0,7,0.9476946562,0.3438720469,4.113243243,0.0841092439,0.2051351351,0.3438720469
Wang'26 PORMAB-Safe,2,0,8,0.5005847781,0.9427001774,8.510810811,0.3029379759,0.1348648649,12.62260674
Wang'26 PORMAB-Safe,2,0,9,0.95,0.2738400263,3.527837838,0.06683176858,0.2172972973,0.2738400263
Wang'26 PORMAB-Safe,2,0,10,0.23436609,1.931388168,20.46810811,0.3998495505,0.0472972973,23.99930207
Wang'26 PORMAB-Safe,2,0,11,0.2528380647,1.795260579,18.02405405,0.399809383,0.05216216216,23.9999644
Wang'26 PORMAB-Safe,2,1,0,0.5605092249,0.8400796556,7.701351351,0.259516499,0.1459459459,6.642071046
Wang'26 PORMAB-Safe,2,1,1,0.2181252996,2.072097608,22.05162162,0.3992988094,0.0427027027,23.99953142
Wang'26 PORMAB-Safe,2,1,2,0.2316669551,1.953264399,16.72243243,0.4001552471,0.05216216216,23.99994003
Wang'26 PORMAB-Safe,2,1,3,0.3707979081,1.254604531,11.06972973,0.3984217091,0.1045945946,23.99782787
Wang'26 PORMAB-Safe,2,1,4,0.95,0.2976063768,3.335135135,0.07721678964,0.2251351351,0.2976063768
Wang'26 PORMAB-Safe,2,1,5,0.95,0.2276934429,3.243513514,0.06240031112,0.2440540541,0.2276934429
Wang'26 PORMAB-Safe,2,1,6,0.2020086086,2.237061952,26.81027027,0.3996480947,0.03162162162,23.99943658
Wang'26 PORMAB-Safe,2,1,7,0.95,0.2579608484,3.442972973,0.06706982058,0.2272972973,0.2579608484
Wang'26 PORMAB-Safe,2,1,8,0.325972712,1.414030367,12.92243243,0.4001323768,0.07972972973,23.99953849
Wang'26 PORMAB-Safe,2,1,9,0.8362721814,0.4910760745,5.753513514,0.1242289745,0.1835135135,0.6732282236
Wang'26 PORMAB-Safe,2,1,10,0.2993435181,1.530799061,13.74945946,0.4000764031,0.07027027027,23.99968316
Wang'26 PORMAB-Safe,2,1,11,0.2334007936,1.939147999,19.32540541,0.400407857,0.04621621622,23.99996337
Wang'26 PORMAB-Safe,2,2,0,0.2983974043,1.535332493,13.65459459,0.4000163576,0.06540540541,23.99949569
Wang'26 PORMAB-Safe,2,2,1,0.4720337023,0.9986066978,7.213783784,0.3141562692,0.15,9.933121493
Wang'26 PORMAB-Safe,2,2,2,0.7619171253,0.5764720931,5.794594595,0.1391323187,0.1708108108,1.058832559
Wang'26 PORMAB-Safe,2,2,3,0.95,0.328976203,3.981081081,0.0832220881,0.2102702703,0.328976203
Wang'26 PORMAB-Safe,2,2,4,0.6042558466,0.7746227687,7.95972973,0.2196160228,0.1443243243,4.844718762
Wang'26 PORMAB-Safe,2,2,5,0.7527600943,0.5870535051,6.050540541,0.1451767452,0.1721621622,0.9611605154
Wang'26 PORMAB-Safe,2,2,6,0.6803453125,0.6736618433,6.485675676,0.1678692485,0.1591891892,2.189294747
Wang'26 PORMAB-Safe,2,2,7,0.2438339011,1.858825842,19.56324324,0.3998987487,0.04648648649,23.97848257
Wang'26 PORMAB-Safe,2,2,8,0.7053294905,0.6430324214,6.950540541,0.1619746532,0.1505405405,1.787291793
Wang'26 PORMAB-Safe,2,2,9,0.1925045361,2.34929577,25.70108108,0.4000152257,0.03243243243,23.99999967
Wang'26 PORMAB-Safe,2,2,10,0.95,0.2710575607,3.824864865,0.06966911897,0.2181081081,0.2710575607
Wang'26 PORMAB-Safe,2,2,11,0.2931742638,1.560894842,14.57783784,0.3999265703,0.06837837838,23.9997206
Wang'26 PORMAB-Safe,2,3,0,0.2469621281,1.836175919,15.96459459,0.399988592,0.05432432432,23.99908832
Wang'26 PORMAB-Safe,2,3,1,0.8215561338,0.5080937316,5.459189189,0.124002335,0.1802702703,0.7242811947
Wang'26 PORMAB-Safe,2,3,2,0.8932287906,0.4222105672,4.023513514,0.1041833102,0.2102702703,0.4666317017
Wang'26 PORMAB-Safe,2,3,3,0.3220866759,1.429873819,11.58135135,0.3999782169,0.08756756757,23.99918077
Wang'26 PORMAB-Safe,2,3,4,0.225348274,2.006740312,19.39027027,0.4002633378,0.04432432432,23.99955093
Wang'26 PORMAB-Safe,2,3,5,0.2465631425,1.839030251,15.98972973,0.3996163031,0.05081081081,23.99947619
Wang'26 PORMAB-Safe,2,3,6,0.4834834838,0.9755450403,8.145945946,0.3385404951,0.1454054054,20.57289169
Wang'26 PORMAB-Safe,2,3,7,0.2778755806,1.641436133,14.99513514,0.3997118799,0.05837837838,23.99929074
Wang'26 PORMAB-Safe,2,3,8,0.2645088005,1.719737046,17.37,0.4011170461,0.05405405405,23.99884008
Wang'26 PORMAB-Safe,2,3,9,0.3014458345,1.520828652,14.80513514,0.4015809711,0.07351351351,23.99964931
Wang'26 PORMAB-Safe,2,3,10,0.9387067142,0.3585144156,4.044324324,0.0888534376,0.2051351351,0.3585144156
Wang'26 PORMAB-Safe,2,3,11,0.2969367479,1.542388958,12.22351351,0.3997705436,0.07297297297,23.99861981
Wang'26 PORMAB-Safe,2,4,0,0.662118963,0.6966749552,7.281891892,0.1495026796,0.1318918919,2.746799283
Wang'26 PORMAB-Safe,2,4,1,0.6741961796,0.6813572012,8.054864865,0.144558217,0.1232432432,1.688143207
Wang'26 PORMAB-Safe,2,4,2,0.3640876,1.27608378,9.789189189,0.3935166468,0.1048648649,23.99327816
Wang'26 PORMAB-Safe,2,4,3,0.2460798207,1.842501298,16.27216216,0.4008685256,0.04891891892,23.99849541
Wang'26 PORMAB-Safe,2,4,4,0.2372011855,1.908996959,19.58189189,0.4003734163,0.04486486486,23.99920884
Wang'26 PORMAB-Safe,2,4,5,0.4128728207,1.13470463,9.382162162,0.3655588971,0.1140540541,23.61698245
Wang'26 PORMAB-Safe,2,4,6,0.5024050881,0.9393093506,9.303783784,0.2541212594,0.1110810811,8.507568311
Wang'26 PORMAB-Safe,2,4,7,0.4159209977,1.126874486,9.586486486,0.3325802538,0.1067567568,23.93934366
Wang'26 PORMAB-Safe,2,4,8,0.2309431598,1.959226317,20.29540541,0.4003175935,0.04351351351,23.99977447
Wang'26 PORMAB-Safe,2,4,9,0.4380235493,1.072981387,9.865945946,0.3192844615,0.1024324324,23.94658544
Wang'26 PORMAB-Safe,2,4,10,0.7287104513,0.6151471375,7.348648649,0.127850851,0.1348648649,2.18176565
Wang'26 PORMAB-Safe,2,4,11,0.5641011845,0.8344446437,8.100810811,0.2002667145,0.1232432432,4.916669655
Wang'26 PORMAB-Safe,2,5,0,0.9411489522,0.3546353857,4.186216216,0.07984088547,0.1891891892,0.3546353857
Wang'26 PORMAB-Safe,2,5,1,0.4821824971,0.9781203331,8.327567568,0.2884133198,0.1318918919,11.20924899
Wang'26 PORMAB-Safe,2,5,2,0.3825098869,1.218803669,9.527297297,0.40319343,0.1140540541,23.99842904
Wang'26 PORMAB-Safe,2,5,3,0.7544254172,0.5851252029,6.898648649,0.1282531188,0.1497297297,1.110751217
Wang'26 PORMAB-Safe,2,5,4,0.3523107703,1.315645181,10.22675676,0.4021607296,0.1024324324,23.99936629
Wang'26 PORMAB-Safe,2,5,5,0.8677360717,0.4538598372,5.55972973,0.09800919188,0.1654054054,0.5077196745
Wang'26 PORMAB-Safe,2,5,6,0.95,0.2241414152,4.211351351,0.0526429432,0.1972972973,0.2241414152
Wang'26 PORMAB-Safe,2,5,7,0.2189202535,2.064668323,18.97513514,0.4000992398,0.04540540541,23.99921978
Wang'26 PORMAB-Safe,2,5,8,0.8265150398,0.5023771293,5.923243243,0.1095725252,0.1575675676,0.7071313878
Wang'26 PORMAB-Safe,2,5,9,0.3376263363,1.368663091,11.07594595,0.4017211128,0.08351351351,23.9966731
Wang'26 PORMAB-Safe,2,5,10,0.2625732011,1.731770293,15.40027027,0.4001793515,0.05675675676,23.999585
Wang'26 PORMAB-Safe,2,5,11,0.2699141276,1.687095206,14.73837838,0.3998871609,0.06216216216,23.99980549
Wang'26 PORMAB-Safe,2,6,0,0.6600953202,0.6992694381,7.513783784,0.1668797064,0.132972973,3.18831101
Wang'26 PORMAB-Safe,2,6,1,0.4082536129,1.146768836,10.64972973,0.4016790303,0.1091891892,23.99713888
Wang'26 PORMAB-Safe,2,6,2,0.95,0.2551559305,4.132432432,0.05765144809,0.1951351351,0.2551559305
Wang'26 PORMAB-Safe,2,6,3,0.8542797728,0.4699577518,5.851891892,0.1040257834,0.1716216216,0.6098732553
Wang'26 PORMAB-Safe,2,6,4,0.5796663152,0.8105930222,8.123783784,0.1976094341,0.1281081081,3.737709289
Wang'26 PORMAB-Safe,2,6,5,0.95,0.2156180293,3.818918919,0.04895112016,0.1978378378,0.2156180293
Wang'26 PORMAB-Safe,2,6,6,0.7238759829,0.6208604762,7.104324324,0.1258500965,0.1356756757,1.062581429
Wang'26 PORMAB-Safe,2,6,7,0.298421524,1.535216558,13.29810811,0.3999861519,0.07027027027,23.99999245
Wang'26 PORMAB-Safe,2,6,8,0.95,0.2628816135,3.921621622,0.059539133,0.1945945946,0.2628816135
Wang'26 PORMAB-Safe,2,6,9,0.3698913443,1.257463669,11.01027027,0.3979702584,0.09621621622,23.99867836
Wang'26 PORMAB-Safe,2,6,10,0.95,0.2571157349,4.204324324,0.05969254493,0.1991891892,0.2571157349
Wang'26 PORMAB-Safe,2,6,11,0.5870736138,0.7995478023,8.213513514,0.2035605486,0.1327027027,4.395025826
Wang'26 PORMAB-Safe,2,7,0,0.95,0.2129344738,3.801621622,0.0516797723,0.2110810811,0.2129344738
Wang'26 PORMAB-Safe,2,7,1,0.8194645516,0.5105004868,4.847837838,0.1154834885,0.18,0.7315014605
Wang'26 PORMAB-Safe,2,7,2,0.5139536145,0.9182376412,8.488378378,0.2948287345,0.1383783784,8.173564619
Wang'26 PORMAB-Safe,2,7,3,0.1957148488,2.309972111,23.20945946,0.3995627435,0.03540540541,23.99909524
Wang'26 PORMAB-Safe,2,7,4,0.2668165055,1.705631049,16.73405405,0.4010537872,0.05567567568,23.99999021
Wang'26 PORMAB-Safe,2,7,5,0.95,0.2143947682,3.812972973,0.05168652249,0.2097297297,0.2143947682
Wang'26 PORMAB-Safe,2,7,6,0.9166527097,0.3910280632,4.594324324,0.09532630082,0.1989189189,0.3910280632
Wang'26 PORMAB-Safe,2,7,7,0.2817874583,1.619983796,14.00972973,0.400179781,0.06594594595,23.99902777
Wang'26 PORMAB-Safe,2,7,8,0.4060368001,1.152645744,8.823783784,0.3971954929,0.1313513514,23.98923911
Wang'26 PORMAB-Safe,2,7,9,0.95,0.2643493157,4.096756757,0.06351528152,0.2021621622,0.2643493157
Wang'26 PORMAB-Safe,2,7,10,0.95,0.2202876177,4.012972973,0.0543574581,0.2127027027,0.2202876177
Wang'26 PORMAB-Safe,2,7,11,0.8957240492,0.4190042049,4.967567568,0.09988154291,0.1875675676,0.4380084099
Wang'26 PORMAB-Safe,2,8,0,0.924502767,0.3798996382,4.267837838,0.09127858874,0.1964864865,0.3798996382
Wang'26 PORMAB-Safe,2,8,1,0.7675714746,0.5699618165,6.541081081,0.1354044424,0.1589189189,1.019770899
Wang'26 PORMAB-Safe,2,8,2,0.2938168902,1.557699888,13.22486486,0.3995289714,0.06918918919,23.99890284
Wang'26 PORMAB-Safe,2,8,3,0.223720696,2.021057334,16.92837838,0.3992953814,0.05,23.98260599
Wang'26 PORMAB-Safe,2,8,4,0.8564804989,0.4673466129,5.183243243,0.1030688746,0.1705405405,0.6020398386
Wang'26 PORMAB-Safe,2,8,5,0.95,0.2347890628,3.87972973,0.05711085312,0.2075675676,0.2347890628
Wang'26 PORMAB-Safe,2,8,6,0.4732619221,0.9960890923,9.042972973,0.3165948034,0.132972973,17.88267277
Wang'26 PORMAB-Safe,2,8,7,0.198994158,2.271318822,23.86702703,0.3996293386,0.03594594595,23.99910349
Wang'26 PORMAB-Safe,2,8,8,0.3554966144,1.304697623,11.15756757,0.4023405371,0.09918918919,23.99724593
Wang'26 PORMAB-Safe,2,8,9,0.365156396,1.272612991,10.07432432,0.402764814,0.1027027027,23.99970094
Wang'26 PORMAB-Safe,2,8,10,0.95,0.2590903055,3.682702703,0.06295194179,0.2118918919,0.2590903055
Wang'26 PORMAB-Safe,2,8,11,0.8950142286,0.4199186836,4.735405405,0.1019153994,0.1940540541,0.4597560509
Wang'26 PORMAB-Safe,2,9,0,0.3257577326,1.414897118,13.07324324,0.4007600485,0.08162162162,23.99942314
Wang'26 PORMAB-Safe,2,9,1,0.6871221964,0.6652565043,6.850540541,0.1598413601,0.1475675676,4.766156103
Wang'26 PORMAB-Safe,2,9,2,0.2523803769,1.798374164,19.25702703,0.3995306927,0.04702702703,23.9969037
Wang'26 PORMAB-Safe,2,9,3,0.1963495047,2.302374716,26.36945946,0.3994931264,0.03513513514,23.99949363
Wang'26 PORMAB-Safe,2,9,4,0.5437054116,0.8671448273,8.246486486,0.2620183559,0.1310810811,6.674317237
Wang'26 PORMAB-Safe,2,9,5,0.2493362779,1.819394726,17.90621622,0.4002668397,0.04891891892,23.99928272
Wang'26 PORMAB-Safe,2,9,6,0.95,0.209506079,3.540810811,0.05265963606,0.2213513514,0.209506079
Wang'26 PORMAB-Safe,2,9,7,0.4363495231,1.076896197,8.233243243,0.3830257824,0.137027027,23.99860223
Wang'26 PORMAB-Safe,2,9,8,0.95,0.2790122724,3.795135135,0.0701301117,0.2127027027,0.2790122724
Wang'26 PORMAB-Safe,2,9,9,0.6652629851,0.6926602831,7.332432432,0.1821509339,0.1524324324,2.897243963
Wang'26 PORMAB-Safe,2,9,10,0.95,0.247425482,3.647837838,0.06158888349,0.2143243243,0.247425482
Wang'26 PORMAB-Safe,2,9,11,0.2127973752,2.123503268,23.54567568,0.4000221022,0.03648648649,23.9988499
Wang'26 PORMAB-Safe,2,10,0,0.2210551088,2.045012567,19.45810811,0.4001592157,0.04432432432,23.99982707
Wang'26 PORMAB-Safe,2,10,1,0.5230742899,0.9021077578,9.278378378,0.2550283013,0.1175675676,6.025293094
Wang'26 PORMAB-Safe,2,10,2,0.4621770162,1.019211399,9.695945946,0.3126499833,0.1178378378,14.59899276
Wang'26 PORMAB-Safe,2,10,3,0.8877431859,0.4291816563,4.832432432,0.09372399413,0.1824324324,0.4583633126
Wang'26 PORMAB-Safe,2,10,4,0.3493760462,1.325898395,11.33486486,0.3970528165,0.09405405405,23.99851331
Wang'26 PORMAB-Safe,2,10,5,0.4491418585,1.047619095,9.347027027,0.3510939669,0.1272972973,22.89524612
Wang'26 PORMAB-Safe,2,10,6,0.5565464418,0.8463561798,8.442432432,0.2166214331,0.1262162162,7.188055057
Wang'26 PORMAB-Safe,2,10,7,0.34857734,1.328717478,11.00810811,0.3989743564,0.09054054054,23.99963319
Wang'26 PORMAB-Safe,2,10,8,0.2223217792,2.03354937,23.55135135,0.4001145788,0.04135135135,23.99801714
Wang'26 PORMAB-Safe,2,10,9,0.6900300697,0.6616731043,7.528918919,0.1518271529,0.1397297297,1.308365522
Wang'26 PORMAB-Safe,2,10,10,0.2104662511,2.146920017,22.85351351,0.399791322,0.03810810811,23.99932792
Wang'26 PORMAB-Safe,2,10,11,0.2177243916,2.075867389,40.31810811,0.4011473468,0.03486486486,23.99722662
Wang'26 PORMAB-Safe,2,11,0,0.95,0.3358641596,4.275675676,0.07307314824,0.187027027,0.3358641596
Wang'26 PORMAB-Safe,2,11,1,0.2935060875,1.559243329,13.59621622,0.3990820087,0.07027027027,23.99964882
Wang'26 PORMAB-Safe,2,11,2,0.6227889451,0.7487311135,8.052432432,0.1677562414,0.1316216216,8.605588973
Wang'26 PORMAB-Safe,2,11,3,0.4312530983,1.088976442,9.307297297,0.3537701848,0.1110810811,22.76063366
Wang'26 PORMAB-Safe,2,11,4,0.6153269509,0.7590395275,8.510540541,0.1686298626,0.1208108108,4.14463244
Wang'26 PORMAB-Safe,2,11,5,0.4183303984,1.120756955,10.25189189,0.3653061857,0.1059459459,23.98155051
Wang'26 PORMAB-Safe,2,11,6,0.9434799305,0.3508668233,4.508378378,0.07595792581,0.1797297297,0.3508668233
Wang'26 PORMAB-Safe,2,11,7,0.4987828682,0.9460759936,10.50054054,0.2684810252,0.1067567568,14.02050779
