policy,extra_delay,seed,uav,pi_los,pth,mean_aoi,avg_power,service_rate,max_queue
Zhao'25 MMSE-MW-Safe,2,11,4,0.6153269509,0.7590395275,7.41,0.1879135695,0.1143243243,4.503671967
Zhao'25 MMSE-MW-Safe,2,11,5,0.4183303984,1.120756955,9.726486486,0.3540986162,0.09621621622,19.47179209
Zhao'25 MMSE-MW-Safe,2,11,6,0.9434799305,0.3508668233,4.698108108,0.06609572321,0.1475675676,0.3508668233
Zhao'25 MMSE-MW-Safe,2,11,7,0.4987828682,0.9460759936,9.128378378,0.2830557094,0.1010810811,11.90582385
Zhao'25 MMSE-MW-Safe,2,11,8,0.6260188518,0.7443154627,7.266216216,0.1784345447,0.1254054054,5.119255642
Zhao'25 MMSE-MW-Safe,2,11,9,0.4351735249,1.079661914,8.984864865,0.3306099862,0.102972973,23.38140529
Zhao'25 MMSE-MW-Safe,2,11,10,0.2492611008,1.819920828,17.45783784,0.4003825821,0.05108108108,23.99854426
Zhao'25 MMSE-MW-Safe,2,11,11,0.2092716103,2.159149808,25.13432432,0.3997344915,0.03567567568,23.99854545
Zhao'25 MMSE-MW-Safe,2,12,0,0.2277146089,1.986329388,18.49108108,0.398876415,0.04459459459,23.99860142
Zhao'25 MMSE-MW-Safe,2,12,1,0.9318683167,0.369039043,4.417297297,0.06323533872,0.1478378378,0.369039043
Zhao'25 MMSE-MW-Safe,2,12,2,0.4490225566,1.047885528,11.10756757,0.3033203786,0.08513513514,20.15198699
Zhao'25 MMSE-MW-Safe,2,12,3,0.364868936,1.273544601,10.41135135,0.3837843866,0.09135135135,23.99838031
Zhao'25 MMSE-MW-Safe,2,12,4,0.3264467419,1.412123145,10.81702703,0.4030275787,0.07945945946,23.99441687
Zhao'25 MMSE-MW-Safe,2,12,5,0.2532754659,1.792296255,16.85486486,0.3996336243,0.05,23.99940524
Zhao'25 MMSE-MW-Safe,2,12,6,0.5108922966,0.9237509324,7.928648649,0.2424222041,0.1105405405,7.180014918
Zhao'25 MMSE-MW-Safe,2,12,7,0.7249468559,0.6195927545,6.119459459,0.1271002434,0.1218918919,1.395927545
Zhao'25 MMSE-MW-Safe,2,12,8,0.885090931,0.4325165816,5.711621622,0.07843746656,0.1310810811,0.5300663265
Zhao'25 MMSE-MW-Safe,2,12,9,0.3371942215,1.370290719,10.8227027,0.3992360527,0.08,23.99920193
Zhao'25 MMSE-MW-Safe,2,12,10,0.4510893652,1.043286736,8.947837838,0.286198929,0.09702702703,21.55391744
Zhao'25 MMSE-MW-Safe,2,12,11,0.3770521179,1.235229773,10.31567568,0.3879289178,0.09,23.84004522
Zhao'25 MMSE-MW-Safe,2,13,0,0.931036637,0.3702883284,4.79,0.08066280884,0.162972973,0.3702883284
Zhao'25 MMSE-MW-Safe,2,13,1,0.7159624459,0.6302691506,6.133513514,0.1660844383,0.1440540541,1.732960657
Zhao'25 MMSE-MW-Safe,2,13,2,0.6775674106,0.6771299559,5.875405405,0.1831911043,0.1483783784,3.388339205
Zhao'25 MMSE-MW-Safe,2,13,3,0.3509019354,1.320546841,10.31216216,0.3993761933,0.09081081081,23.9998388
Zhao'25 MMSE-MW-Safe,2,13,4,0.95,0.2764601871,4.034054054,0.05865439105,0.1735135135,0.2764601871
Zhao'25 MMSE-MW-Safe,2,13,5,0.7562371291,0.5830294735,5.027297297,0.141502829,0.1559459459,1.911501049
Zhao'25 MMSE-MW-Safe,2,13,6,0.2357345475,1.920506701,21.72891892,0.400192072,0.04189189189,23.99966944
Zhao'25 MMSE-MW-Safe,2,13,7,0.5713184825,0.8232731646,7.032162162,0.2545471622,0.1332432432,5.995643799
Zhao'25 MMSE-MW-Safe,2,13,8,0.95,0.2265612916,3.567567568,0.04751663845,0.1810810811,0.2265612916
Zhao'25 MMSE-MW-Safe,2,13,9,0.8385292043,0.488449848,4.85972973,0.1127395055,0.1616216216,0.6653495441
Zhao'25 MMSE-MW-Safe,2,13,10,0.9458583108,0.3469497415,3.862702703,0.07332829671,0.1721621622,0.3469497415
Zhao'25 MMSE-MW-Safe,2,13,11,0.3749843981,1.241568686,9.382972973,0.3989797751,0.09837837838,23.99924108
Zhao'25 MMSE-MW-Safe,2,14,0,0.3969158517,1.177446822,9.796756757,0.384102247,0.09594594595,23.99276713
Zhao'25 MMSE-MW-Safe,2,14,1,0.64914127,0.7134614509,7.426486486,0.1673741998,0.1167567568,3.44807596
Zhao'25 MMSE-MW-Safe,2,14,2,0.685168137,0.6676722331,7.074054054,0.1568127488,0.1143243243,4.147411263
Zhao'25 MMSE-MW-Safe,2,14,3,0.2123384503,2.128067317,24.11621622,0.3997315635,0.03783783784,23.9997275
Zhao'25 MMSE-MW-Safe,2,14,4,0.8391928019,0.4876767217,5.347837838,0.09648090819,0.1375675676,0.750706887
Zhao'25 MMSE-MW-Safe,2,14,5,0.2547057577,1.782678959,15.80513514,0.399898253,0.05648648649,23.99836267
Zhao'25 MMSE-MW-Safe,2,14,6,0.6450583303,0.7188179662,7.403243243,0.178927391,0.1162162162,3.425815594
Zhao'25 MMSE-MW-Safe,2,14,7,0.3536782427,1.310923092,11.46972973,0.4039060338,0.08459459459,23.99969591
Zhao'25 MMSE-MW-Safe,2,14,8,0.3495021855,1.325454306,10.18837838,0.3990692155,0.08648648649,23.99811704
Zhao'25 MMSE-MW-Safe,2,14,9,0.2638904463,1.723560971,13.79297297,0.3987481597,0.06054054054,23.99858093
Zhao'25 MMSE-MW-Safe,2,14,10,0.8142278578,0.5165166625,5.523513514,0.1016281433,0.1337837838,0.7495499874
Zhao'25 MMSE-MW-Safe,2,14,11,0.4332858251,1.084128614,9.498108108,0.3340288163,0.09891891892,23.97157528
Zhao'25 MMSE-MW-Safe,2,15,0,0.95,0.2609434761,3.633783784,0.05388130154,0.1789189189,0.2609434761
Zhao'25 MMSE-MW-Safe,2,15,1,0.6682774533,0.6888292002,5.820540541,0.1852392038,0.1527027027,3.731900805
Zhao'25 MMSE-MW-Safe,2,15,2,0.3936552323,1.186565108,9.718918919,0.3960561914,0.1118918919,23.99764995
Zhao'25 MMSE-MW-Safe,2,15,3,0.8783623152,0.4408835581,4.46027027,0.09866259083,0.1740540541,0.5226506742
Zhao'25 MMSE-MW-Safe,2,15,4,0.2542081145,1.786011998,18.11783784,0.4001632288,0.05216216216,23.99851593
Zhao'25 MMSE-MW-Safe,2,15,5,0.6112416568,0.7647485898,6.209459459,0.2116493394,0.1413513514,3.871228847
Zhao'25 MMSE-MW-Safe,2,15,6,0.1961261937,2.305041448,31.87837838,0.3999558404,0.02972972973,23.99896785
Zhao'25 MMSE-MW-Safe,2,15,7,0.2603661895,1.74572184,16.89162162,0.3996287562,0.05540540541,23.99917484
Zhao'25 MMSE-MW-Safe,2,15,8,0.4858854259,0.9708198352,7.056216216,0.3122366497,0.1337837838,11.34951407
Zhao'25 MMSE-MW-Safe,2,15,9,0.9440218225,0.349980936,3.914324324,0.07330681768,0.1718918919,0.349980936
Zhao'25 MMSE-MW-Safe,2,15,10,0.777121657,0.5589976316,5.491351351,0.1397494079,0.1554054054,1.348973948
Zhao'25 MMSE-MW-Safe,2,15,11,0.6438927182,0.7203540735,6.811621622,0.2036460435,0.1381081081,4.084957029
Zhao'25 MMSE-MW-Safe,2,16,0,0.3932789834,1.187626136,9.158108108,0.3992991657,0.1083783784,23.99708713
Zhao'25 MMSE-MW-Safe,2,16,1,0.7735119064,0.5631378354,5.849189189,0.1494598255,0.1578378378,1.557654025
Zhao'25 MMSE-MW-Safe,2,16,2,0.901603995,0.4113518347,4.25027027,0.09705679776,0.1805405405,0.4340555041
Zhao'25 MMSE-MW-Safe,2,16,3,0.8416273572,0.4848363331,4.196486486,0.1166227936,0.1751351351,0.6545089994
Zhao'25 MMSE-MW-Safe,2,16,4,0.2260479039,2.00065631,16.42594595,0.400131262,0.05189189189,23.99969286
Zhao'25 MMSE-MW-Safe,2,16,5,0.7045979448,0.6439160289,4.952432432,0.1743794219,0.1672972973,1.79524426
Zhao'25 MMSE-MW-Safe,2,16,6,0.6624829137,0.6962092138,6.014324324,0.2009598487,0.1516216216,3.924184276
Zhao'25 MMSE-MW-Safe,2,16,7,0.1982197585,2.280313362,24.99351351,0.4005955906,0.03540540541,23.99979694
Zhao'25 MMSE-MW-Safe,2,16,8,0.7522839954,0.5876051337,5.068648649,0.1564300153,0.17,1.125630802
Zhao'25 MMSE-MW-Safe,2,16,9,0.3841282698,1.214015836,8.693513514,0.4032501249,0.1137837838,23.99962519
Zhao'25 MMSE-MW-Safe,2,16,10,0.2247729528,2.011774821,23.87594595,0.3996363495,0.03837837838,23.99613493
Zhao'25 MMSE-MW-Safe,2,16,11,0.2144342016,2.107404393,21.76972973,0.3998372659,0.04135135135,23.99967442
Zhao'25 MMSE-MW-Safe,2,17,0,0.6058267012,0.772389876,6.13972973,0.2302556847,0.1510810811,5.84779752
Zhao'25 MMSE-MW-Safe,2,17,1,0.4606290406,1.022513998,6.985405405,0.3645124226,0.1359459459,17.12044794
Zhao'25 MMSE-MW-Safe,2,17,2,0.8627452041,0.4598691245,4.055135135,0.1088771225,0.1805405405,0.5796073736
Zhao'25 MMSE-MW-Safe,2,17,3,0.95,0.2139841101,3.714594595,0.04748133903,0.1832432432,0.2139841101
Zhao'25 MMSE-MW-Safe,2,17,4,0.8920394043,0.4237308779,4.145135135,0.1007792358,0.1802702703,0.4711926338
Zhao'25 MMSE-MW-Safe,2,17,5,0.9329954481,0.3673358894,4.021081081,0.08279949506,0.1791891892,0.3673358894
Zhao'25 MMSE-MW-Safe,2,17,6,0.2434414901,1.861711545,20.56513514,0.3995132342,0.04459459459,23.99944623
Zhao'25 MMSE-MW-Safe,2,17,7,0.2237143759,2.021113381,26.10405405,0.3998527013,0.03486486486,23.99735446
Zhao'25 MMSE-MW-Safe,2,17,8,0.7874097494,0.5472165522,5.543243243,0.1443468527,0.1632432432,1.261031731
Zhao'25 MMSE-MW-Safe,2,17,9,0.2072792387,2.179902851,24.26216216,0.4000416314,0.03864864865,23.99969594
Zhao'25 MMSE-MW-Safe,2,17,10,0.95,0.241873434,3.524594595,0.05321215548,0.1891891892,0.241873434
Zhao'25 MMSE-MW-Safe,2,17,11,0.5223938409,0.9032962107,6.945675676,0.3105385892,0.1405405405,14.20877495
Zhao'25 MMSE-MW-Safe,2,18,0,0.95,0.2641897105,3.554324324,0.06176327015,0.1975675676,0.2641897105
Zhao'25 MMSE-MW-Safe,2,18,1,0.2298402862,1.968390267,19.52486486,0.4000620219,0.04567567568,23.99962611
Zhao'25 MMSE-MW-Safe,2,18,2,0.2514208534,1.804941085,16.29648649,0.4000139701,0.05108108108,23.99969413
Zhao'25 MMSE-MW-Safe,2,18,3,0.95,0.3377909827,3.482432432,0.07897005406,0.1967567568,0.3377909827
Zhao'25 MMSE-MW-Safe,2,18,4,0.8064515181,0.5254308787,4.36027027,0.1377480952,0.1813513514,0.776292636
Zhao'25 MMSE-MW-Safe,2,18,5,0.2889292384,1.582364629,12.5627027,0.4002954845,0.06783783784,23.99915506
Zhao'25 MMSE-MW-Safe,2,18,6,0.86964094,0.451552802,4.50027027,0.1148408613,0.1813513514,0.554658406
Zhao'25 MMSE-MW-Safe,2,18,7,0.95,0.2372894534,3.457837838,0.05541029398,0.197027027,0.2372894534
Zhao'25 MMSE-MW-Safe,2,18,8,0.4229897239,1.10910177,7.915405405,0.3992766373,0.1335135135,23.99004008
Zhao'25 MMSE-MW-Safe,2,18,9,0.9113191376,0.3983676074,3.635945946,0.09711556268,0.1991891892,0.3983676074
Zhao'25 MMSE-MW-Safe,2,18,10,0.93510967,0.3641087485,4.107567568,0.08758291517,0.1889189189,0.3641087485
Zhao'25 MMSE-MW-Safe,2,18,11,0.8418183031,0.4846132827,4.530540541,0.1261304301,0.1859459459,0.6538398482
Zhao'25 MMSE-MW-Safe,2,19,0,0.8339118425,0.4938172966,5.502432432,0.09315796568,0.1337837838,0.6814518897
Zhao'25 MMSE-MW-Safe,2,19,1,0.4218873338,1.111838862,9.00972973,0.3197287971,0.09783783784,21.75365874
Zhao'25 MMSE-MW-Safe,2,19,2,0.3658373363,1.270411673,10.04972973,0.3866171739,0.08918918919,23.99845754
Zhao'25 MMSE-MW-Safe,2,19,3,0.3670076204,1.266646367,9.181621622,0.3769128785,0.09108108108,23.99780769
Zhao'25 MMSE-MW-Safe,2,19,4,0.481511622,0.9794527448,8.755945946,0.2615403546,0.1018918919,13.68631862
Zhao'25 MMSE-MW-Safe,2,19,5,0.1930715746,2.342239302,29.64108108,0.4000797943,0.03135135135,23.99874953
Zhao'25 MMSE-MW-Safe,2,19,6,0.2120595117,2.1308523,23.71918919,0.3996787827,0.04162162162,23.99973332
Zhao'25 MMSE-MW-Safe,2,19,7,0.3057773787,1.500722279,12.48648649,0.399111006,0.07216216216,23.9986979
Zhao'25 MMSE-MW-Safe,2,19,8,0.5446939528,0.8655191693,8.162162162,0.2271403009,0.1067567568,8.437979232
Zhao'25 MMSE-MW-Safe,2,19,9,0.4653449839,1.012509865,8.815675676,0.280766249,0.1035135135,12.48772689
Zhao'25 MMSE-MW-Safe,2,19,10,0.3623629999,1.281724896,10.17513514,0.3959490692,0.09054054054,23.99220613
Zhao'25 MMSE-MW-Safe,2,19,11,0.8770434254,0.4425090154,4.986216216,0.08048880199,0.1381081081,0.5275270463
Zhao'25 MMSE-MW-Safe,4,0,0,0.95,0.3369544871,3.712162162,0.07631563789,0.1905405405,0.3369544871
Zhao'25 MMSE-MW-Safe,4,0,1,0.2315765095,1.95400716,18.84864865,0.3997793027,0.04702702703,23.99862288
Zhao'25 MMSE-MW-Safe,4,0,2,0.95,0.2191119648,4.184864865,0.0499219963,0.1845945946,0.2191119648
Zhao'25 MMSE-MW-Safe,4,0,3,0.8081176242,0.5235225351,4.827027027,0.1332860076,0.1845945946,0.8940901405
Zhao'25 MMSE-MW-Safe,4,0,4,0.6281327393,0.7414402559,6.585945946,0.2202277949,0.1556756757,5.053125886
Zhao'25 MMSE-MW-Safe,4,0,5,0.795200025,0.5383055036,5.086216216,0.1390865031,0.177027027,0.8149165108
Zhao'25 MMSE-MW-Safe,4,0,6,0.3394136806,1.361973486,10.80135135,0.4004938252,0.09675675676,23.99852393
Zhao'25 MMSE-MW-Safe,4,0,7,0.9476946562,0.3438720469,4.058108108,0.07927644756,0.1886486486,0.3438720469
Zhao'25 MMSE-MW-Safe,4,0,8,0.5005847781,0.9427001774,7.745135135,0.3286711429,0.1483783784,11.47880781
Zhao'25 MMSE-MW-Safe,4,0,9,0.95,0.2738400263,3.425945946,0.06246513032,0.2010810811,0.2738400263
Zhao'25 MMSE-MW-Safe,4,0,10,0.23436609,1.931388168,17.63297297,0.3998495505,0.04972972973,23.99930207
Zhao'25 MMSE-MW-Safe,4,0,11,0.2528380647,1.795260579,17.40783784,0.399809383,0.05405405405,23.9999822
Zhao'25 MMSE-MW-Safe,4,1,0,0.5605092249,0.8400796556,7.002702703,0.2913032968,0.1516216216,6.961911735
Zhao'25 MMSE-MW-Safe,4,1,1,0.2181252996,2.072097608,21.12972973,0.3998588358,0.04027027027,23.99874277
Zhao'25 MMSE-MW-Safe,4,1,2,0.2316669551,1.953264399,17.45,0.4001552471,0.04891891892,23.99994003
Zhao'25 MMSE-MW-Safe,4,1,3,0.3707979081,1.254604531,10.44972973,0.3997780384,0.1064864865,23.999982
Zhao'25 MMSE-MW-Safe,4,1,4,0.95,0.2976063768,3.313783784,0.07231030614,0.2110810811,0.2976063768
Zhao'25 MMSE-MW-Safe,4,1,5,0.95,0.2276934429,3.461891892,0.05520027522,0.2116216216,0.2276934429
Zhao'25 MMSE-MW-Safe,4,1,6,0.2020086086,2.237061952,26.00162162,0.400252706,0.03297297297,23.99943658
Zhao'25 MMSE-MW-Safe,4,1,7,0.95,0.2579608484,3.312432432,0.06323526743,0.2135135135,0.2579608484
Zhao'25 MMSE-MW-Safe,4,1,8,0.325972712,1.414030367,11.30783784,0.399368036,0.08621621622,23.99846212
Zhao'25 MMSE-MW-Safe,4,1,9,0.8362721814,0.4910760745,5.075945946,0.1363067915,0.1959459459,0.8553803727
Zhao'25 MMSE-MW-Safe,4,1,10,0.2993435181,1.530799061,13.63756757,0.3996626736,0.07135135135,23.99968316
Zhao'25 MMSE-MW-Safe,4,1,11,0.2334007936,1.939147999,20.5372973,0.399883763,0.04756756757,23.99915543
Zhao'25 MMSE-MW-Safe,4,2,0,0.2983974043,1.535332493,13.33864865,0.4000163576,0.06945945946,23.99896939
Zhao'25 MMSE-MW-Safe,4,2,1,0.4720337023,0.9986066978,6.444324324,0.3238724425,0.1540540541,7.944267911
Zhao'25 MMSE-MW-Safe,4,2,2,0.7619171253,0.5764720931,5.146756757,0.1422483841,0.167027027,0.9294162793
Zhao'25 MMSE-MW-Safe,4,2,3,0.95,0.328976203,3.917837838,0.07175237724,0.1818918919,0.328976203
Zhao'25 MMSE-MW-Safe,4,2,4,0.6042558466,0.7746227687,6.650540541,0.2242218879,0.1440540541,3.695473224
Zhao'25 MMSE-MW-Safe,4,2,5,0.7527600943,0.5870535051,5.748648649,0.1531099007,0.1648648649,0.9611605154
Zhao'25 MMSE-MW-Safe,4,2,6,0.6803453125,0.6736618433,5.382702703,0.1820707685,0.1748648649,1.810280277
Zhao'25 MMSE-MW-Safe,4,2,7,0.2438339011,1.858825842,19.79,0.3998987487,0.04783783784,23.97848257
Zhao'25 MMSE-MW-Safe,4,2,8,0.7053294905,0.6430324214,6.056216216,0.1729235836,0.1562162162,1.630324214
Zhao'25 MMSE-MW-Safe,4,2,9,0.1925045361,2.34929577,23.45135135,0.4006501705,0.03648648649,23.99999934
Zhao'25 MMSE-MW-Safe,4,2,10,0.95,0.2710575607,4.012972973,0.05926636935,0.1832432432,0.2710575607
Zhao'25 MMSE-MW-Safe,4,2,11,0.2931742638,1.560894842,13.08,0.4003484337,0.07918918919,23.9997206
Zhao'25 MMSE-MW-Safe,4,3,0,0.2469621281,1.836175919,15.71972973,0.399988592,0.05432432432,23.99954416
Zhao'25 MMSE-MW-Safe,4,3,1,0.8215561338,0.5080937316,4.778378378,0.1319670476,0.1832432432,0.8323749262
Zhao'25 MMSE-MW-Safe,4,3,2,0.8932287906,0.4222105672,3.630810811,0.1015587581,0.2035135135,0.4444211345
Zhao'25 MMSE-MW-Safe,4,3,3,0.3220866759,1.429873819,10.57486486,0.4042291932,0.08486486486,23.99820303
Zhao'25 MMSE-MW-Safe,4,3,4,0.225348274,2.006740312,19.16891892,0.4002633378,0.04216216216,23.99955093
Zhao'25 MMSE-MW-Safe,4,3,5,0.2465631425,1.839030251,18.66054054,0.3996163031,0.05081081081,23.99995674
Zhao'25 MMSE-MW-Safe,4,3,6,0.4834834838,0.9755450403,7.551621622,0.3406497816,0.1505405405,15.25497722
Zhao'25 MMSE-MW-Safe,4,3,7,0.2778755806,1.641436133,12.42432432,0.4001555113,0.06918918919,23.99976003
Zhao'25 MMSE-MW-Safe,4,3,8,0.2645088005,1.719737046,17.63810811,0.4001874585,0.05459459459,23.99884008
Zhao'25 MMSE-MW-Safe,4,3,9,0.3014458345,1.520828652,13.24918919,0.4003478668,0.07459459459,23.9995506
Zhao'25 MMSE-MW-Safe,4,3,10,0.9387067142,0.3585144156,3.7,0.08391175241,0.1978378378,0.3585144156
Zhao'25 MMSE-MW-Safe,4,3,11,0.2969367479,1.542388958,12.92135135,0.4001874054,0.07216216216,23.99913671
Zhao'25 MMSE-MW-Safe,4,4,0,0.662118963,0.6966749552,6.843513514,0.1549631049,0.1243243243,1.586699821
Zhao'25 MMSE-MW-Safe,4,4,1,0.6741961796,0.6813572012,7.190540541,0.1552389515,0.127027027,2.827144024
Zhao'25 MMSE-MW-Safe,4,4,2,0.3640876,1.27608378,9.325135135,0.401793947,0.1075675676,23.96249399
Zhao'25 MMSE-MW-Safe,4,4,3,0.2460798207,1.842501298,16.02972973,0.3993746056,0.05054054054,23.99849541
Zhao'25 MMSE-MW-Safe,4,4,4,0.2372011855,1.908996959,18.94189189,0.4008893614,0.05135135135,23.99835834
Zhao'25 MMSE-MW-Safe,4,4,5,0.4128728207,1.13470463,9.249459459,0.3422514507,0.1097297297,18.71054817
Zhao'25 MMSE-MW-Safe,4,4,6,0.5024050881,0.9393093506,9.312972973,0.2447281659,0.107027027,7.082733765
Zhao'25 MMSE-MW-Safe,4,4,7,0.4159209977,1.126874486,8.763243243,0.3356258605,0.1135135135,16.21870376
Zhao'25 MMSE-MW-Safe,4,4,8,0.2309431598,1.959226317,22.2172973,0.3992585522,0.03810810811,23.99915313
Zhao'25 MMSE-MW-Safe,4,4,9,0.4380235493,1.072981387,9.286756757,0.3076846627,0.1021621622,14.55714382
Zhao'25 MMSE-MW-Safe,4,4,10,0.7287104513,0.6151471375,6.31027027,0.1295134108,0.1318918919,1.475735687
Zhao'25 MMSE-MW-Safe,4,4,11,0.5641011845,0.8344446437,7.412972973,0.2061303796,0.1243243243,3.316669655
Zhao'25 MMSE-MW-Safe,4,5,0,0.9411489522,0.3546353857,4.251891892,0.07361080437,0.17,0.3546353857
Zhao'25 MMSE-MW-Safe,4,5,1,0.4821824971,0.9781203331,7.108918919,0.3005737348,0.1410810811,12.94977599
Zhao'25 MMSE-MW-Safe,4,5,2,0.3825098869,1.218803669,10.04891892,0.4028640236,0.107027027,23.99685808
Zhao'25 MMSE-MW-Safe,4,5,3,0.7544254172,0.5851252029,5.478648649,0.1413789004,0.1591891892,0.9553756086
Zhao'25 MMSE-MW-Safe,4,5,4,0.3523107703,1.315645181,10.03891892,0.4039386285,0.09756756757,23.99469944
Zhao'25 MMSE-MW-Safe,4,5,5,0.8677360717,0.4538598372,4.929459459,0.09997182901,0.1643243243,0.615439349
Zhao'25 MMSE-MW-Safe,4,5,6,0.95,0.2241414152,4.238918919,0.04579754322,0.1737837838,0.2241414152
Zhao'25 MMSE-MW-Safe,4,5,7,0.2189202535,2.064668323,17.20756757,0.4000992398,0.05027027027,23.99921978
Zhao'25 MMSE-MW-Safe,4,5,8,0.8265150398,0.5023771293,5.329459459,0.1143247413,0.1597297297,0.7071313878
Zhao'25 MMSE-MW-Safe,4,5,9,0.3376263363,1.368663091,10.36432432,0.3998715681,0.09459459459,23.99978167
Zhao'25 MMSE-MW-Safe,4,5,10,0.2625732011,1.731770293,17.15243243,0.4001793515,0.05756756757,23.999585
Zhao'25 MMSE-MW-Safe,4,5,11,0.2699141276,1.687095206,15.33108108,0.3994311892,0.05891891892,23.99980549
Zhao'25 MMSE-MW-Safe,4,6,0,0.6600953202,0.6992694381,6.818378378,0.1793531613,0.1364864865,3.283197077
Zhao'25 MMSE-MW-Safe,4,6,1,0.4082536129,1.146768836,9.991891892,0.4029187803,0.1124324324,23.9958103
Zhao'25 MMSE-MW-Safe,4,6,2,0.95,0.2551559305,4.267567568,0.05054845867,0.17,0.2551559305
Zhao'25 MMSE-MW-Safe,4,6,3,0.8542797728,0.4699577518,5.061621622,0.1027556273,0.1608108108,0.6098732553
Zhao'25 MMSE-MW-Safe,4,6,4,0.5796663152,0.8105930222,7.094594595,0.2260897294,0.1351351351,5.433046489
Zhao'25 MMSE-MW-Safe,4,6,5,0.95,0.2156180293,4.028378378,0.04312360586,0.1681081081,0.2156180293
Zhao'25 MMSE-MW-Safe,4,6,6,0.7238759829,0.6208604762,5.62972973,0.1498455149,0.1537837838,1.283441905
Zhao'25 MMSE-MW-Safe,4,6,7,0.298421524,1.535216558,13.17648649,0.3999861519,0.07135135135,23.99773862
Zhao'25 MMSE-MW-Safe,4,6,8,0.95,0.2628816135,3.869459459,0.05278946995,0.1735135135,0.2628816135
Zhao'25 MMSE-MW-Safe,4,6,9,0.3698913443,1.257463669,10.45216216,0.3983101134,0.09594594595,23.99748554
Zhao'25 MMSE-MW-Safe,4,6,10,0.95,0.2571157349,4.080810811,0.05135365623,0.1716216216,0.2571157349
Zhao'25 MMSE-MW-Safe,4,6,11,0.5870736138,0.7995478023,6.92972973,0.2217124446,0.14,3.594573628
Zhao'25 MMSE-MW-Safe,4,7,0,0.95,0.2129344738,3.678918919,0.04914757855,0.1937837838,0.2129344738
Zhao'25 MMSE-MW-Safe,4,7,1,0.8194645516,0.5105004868,4.09972973,0.1287289065,0.1954054054,0.6210009736
Zhao'25 MMSE-MW-Safe,4,7,2,0.5139536145,0.9182376412,7.498918919,0.313689832,0.1427027027,13.77602083
Zhao'25 MMSE-MW-Safe,4,7,3,0.1957148488,2.309972111,24.50891892,0.3995627435,0.03432432432,23.99909524
Zhao'25 MMSE-MW-Safe,4,7,4,0.2668165055,1.705631049,17.42405405,0.3996708431,0.05594594595,23.99999021
Zhao'25 MMSE-MW-Safe,4,7,5,0.95,0.2143947682,3.768648649,0.04942668575,0.1935135135,0.2143947682
Zhao'25 MMSE-MW-Safe,4,7,6,0.9166527097,0.3910280632,4.254864865,0.09395241844,0.1943243243,0.3910280632
Zhao'25 MMSE-MW-Safe,4,7,7,0.2817874583,1.619983796,14.21027027,0.3997419475,0.06945945946,23.99935185
Zhao'25 MMSE-MW-Safe,4,7,8,0.4060368001,1.152645744,8.600810811,0.4052951657,0.1278378378,23.99928382
Zhao'25 MMSE-MW-Safe,4,7,9,0.95,0.2643493157,3.804324324,0.06065745108,0.192972973,0.2643493157
Zhao'25 MMSE-MW-Safe,4,7,10,0.95,0.2202876177,3.713513514,0.05054707769,0.1962162162,0.2202876177
Zhao'25 MMSE-MW-Safe,4,7,11,0.8957240492,0.4190042049,4.251351351,0.1005610092,0.19,0.4380084099
Zhao'25 MMSE-MW-Safe,4,8,0,0.924502767,0.3798996382,4.316486486,0.08593945869,0.1816216216,0.3798996382
Zhao'25 MMSE-MW-Safe,4,8,1,0.7675714746,0.5699618165,5.661351351,0.1497305096,0.1686486486,1.249809083
Zhao'25 MMSE-MW-Safe,4,8,2,0.2938168902,1.557699888,12.78324324,0.3999499713,0.07054054054,23.99969122
Zhao'25 MMSE-MW-Safe,4,8,3,0.223720696,2.021057334,18.23945946,0.4003878449,0.0472972973,23.98260599
Zhao'25 MMSE-MW-Safe,4,8,4,0.8564804989,0.4673466129,4.371891892,0.1109000881,0.1818918919,0.6020398386
Zhao'25 MMSE-MW-Safe,4,8,5,0.95,0.2347890628,3.892972973,0.05171705033,0.1867567568,0.2347890628
Zhao'25 MMSE-MW-Safe,4,8,6,0.4732619221,0.9960890923,7.758378378,0.3470159027,0.1418918919,18.47930557
Zhao'25 MMSE-MW-Safe,4,8,7,0.198994158,2.271318822,23.21351351,0.3996293386,0.03594594595,23.99910349
Zhao'25 MMSE-MW-Safe,4,8,8,0.3554966144,1.304697623,10.42864865,0.3998721903,0.09864864865,23.99983733
Zhao'25 MMSE-MW-Safe,4,8,9,0.365156396,1.272612991,8.796486486,0.3993253195,0.1081081081,23.99970094
Zhao'25 MMSE-MW-Safe,4,8,10,0.95,0.2590903055,3.631891892,0.05706989161,0.1889189189,0.2590903055
Zhao'25 MMSE-MW-Safe,4,8,11,0.8950142286,0.4199186836,4.39972973,0.09817017874,0.1824324324,0.4597560509
Zhao'25 MMSE-MW-Safe,4,9,0,0.3257577326,1.414897118,12.40432432,0.3999952392,0.08162162162,23.9995044
Zhao'25 MMSE-MW-Safe,4,9,1,0.6871221964,0.6652565043,5.703513514,0.1886092089,0.1702702703,2.509360573
Zhao'25 MMSE-MW-Safe,4,9,2,0.2523803769,1.798374164,18.88648649,0.4000167398,0.05,23.9969037
Zhao'25 MMSE-MW-Safe,4,9,3,0.1963495047,2.302374716,26.85891892,0.4001153899,0.03324324324,23.99949363
Zhao'25 MMSE-MW-Safe,4,9,4,0.5437054116,0.8671448273,7.245135135,0.2760801639,0.1402702703,5.941462064
Zhao'25 MMSE-MW-Safe,4,9,5,0.2493362779,1.819394726,18.58756757,0.4002668397,0.04891891892,23.99928272
