good_fraction,extra_delay,seed,metric,effect_type,effect
0.5004757373929591,4,18,p99_slot_aoi,gain_vs_conservative_pct,7.947019867549669
0.5004757373929591,4,19,p99_slot_aoi,gain_vs_conservative_pct,14.482758620689655
0.5004757373929591,4,0,cvar95_slot_aoi,gain_vs_conservative_pct,14.331699720076067
0.5004757373929591,4,1,cvar95_slot_aoi,gain_vs_conservative_pct,5.767734724082856
0.5004757373929591,4,2,cvar95_slot_aoi,gain_vs_conservative_pct,10.26607856376619
0.5004757373929591,4,3,cvar95_slot_aoi,gain_vs_conservative_pct,8.676403310149903
0.5004757373929591,4,4,cvar95_slot_aoi,gain_vs_conservative_pct,10.473625665944606
0.5004757373929591,4,5,cvar95_slot_aoi,gain_vs_conservative_pct,6.498443882812545
0.5004757373929591,4,6,cvar95_slot_aoi,gain_vs_conservative_pct,5.502599653379559
0.5004757373929591,4,7,cvar95_slot_aoi,gain_vs_conservative_pct,13.768542623749497
0.5004757373929591,4,8,cvar95_slot_aoi,gain_vs_conservative_pct,21.60807988388843
0.5004757373929591,4,9,cvar95_slot_aoi,gain_vs_conservative_pct,12.021340337838257
0.5004757373929591,4,10,cvar95_slot_aoi,gain_vs_conservative_pct,5.848112567615369
0.5004757373929591,4,11,cvar95_slot_aoi,gain_vs_conservative_pct,7.782458189097889
0.5004757373929591,4,12,cvar95_slot_aoi,gain_vs_conservative_pct,9.932024841183717
0.5004757373929591,4,13,cvar95_slot_aoi,gain_vs_conservative_pct,11.04368861467606
0.5004757373929591,4,14,cvar95_slot_aoi,gain_vs_conservative_pct,6.50304857660401
0.5004757373929591,4,15,cvar95_slot_aoi,gain_vs_conservative_pct,6.632051262811942
0.5004757373929591,4,16,cvar95_slot_aoi,gain_vs_conservative_pct,7.517126680396033
0.5004757373929591,4,17,cvar95_slot_aoi,gain_vs_conservative_pct,6.8376785955233
0.5004757373929591,4,18,cvar95_slot_aoi,gain_vs_conservative_pct,8.410551882568695
0.5004757373929591,4,19,cvar95_slot_aoi,gain_vs_conservative_pct,14.724168672809473
0.5004757373929591,4,0,oracle_gap,expected_gap_vs_oracle_pct,-0.6129526712850852
0.5004757373929591,4,1,oracle_gap,expected_gap_vs_oracle_pct,1.1203198105103838
0.5004757373929591,4,2,oracle_gap,expected_gap_vs_oracle_pct,-2.4949534504516873
0.5004757373929591,4,3,oracle_gap,expected_gap_vs_oracle_pct,-0.6617156451692852
0.5004757373929591,4,4,oracle_gap,expected_gap_vs_oracle_pct,-0.1259524997167037
0.5004757373929591,4,5,oracle_gap,expected_gap_vs_oracle_pct,-0.7407674151679662
0.5004757373929591,4,6,oracle_gap,expected_gap_vs_oracle_pct,1.2171982959223828
0.5004757373929591,4,7,oracle_gap,expected_gap_vs_oracle_pct,0.4265367214718725
0.5004757373929591,4,8,oracle_gap,expected_gap_vs_oracle_pct,1.307687796868583
0.5004757373929591,4,9,oracle_gap,expected_gap_vs_oracle_pct,0.5444812376477322
0.5004757373929591,4,10,oracle_gap,expected_gap_vs_oracle_pct,1.478142555250715
0.5004757373929591,4,11,oracle_gap,expected_gap_vs_oracle_pct,1.7772564047613442
0.5004757373929591,4,12,oracle_gap,expected_gap_vs_oracle_pct,-0.1386734078699052
