dwell,delay,seeds,bayesian_wAoI_skill_vs_static_pct,bayesian_wAoI_skill_vs_static_pct_ci95,bayesian_wAoI_gap_to_known_pct,bayesian_wAoI_gap_to_known_pct_ci95
2.0,2,20,-0.46980546946579943,0.881027023625769,1.5006766546162704,0.9129718414840038
2.0,4,20,-0.8162267932522134,0.9354507768376895,0.7797870124064136,0.9911089253069465
2.0,8,20,0.22002072144934587,1.072281557232814,0.19999770004934583,0.9876195518176525
8.0,2,20,-0.9421938030022583,1.1850393541979247,0.8682513396782372,1.4879313902206766
8.0,4,20,-1.6216232934967898,1.5318225813143411,0.9570564049083041,1.635391671180582
8.0,8,20,-0.419556584959728,0.9785102563787446,1.9482436084095298,1.2683274763809296
14.0,2,20,-0.13403968790570245,1.3718140331231325,1.0123361165693234,1.3305992716355604
14.0,4,20,-1.3975198144634136,1.5086050531188615,1.6805572981332701,1.6567393497724503
14.0,8,20,-2.001590335992633,1.430872015279996,2.740625899911553,1.2516677130339797
